date,iso_code,nuts2,name,supplier,vaccinated
2021-03-18,ES-CL,ES41,Castilla y León,Unknown,129760
2021-03-18,ES-CM,ES42,Castilla-La Mancha,Unknown,86593
2021-03-18,ES-CT,ES51,Cataluña,Unknown,260858
2021-03-18,ES-VC,ES52,Comunidad Valenciana,Unknown,176797
2021-03-18,ES-EX,ES43,Extremadura,Unknown,57469
2021-03-18,ES-GA,ES11,Galicia,Unknown,108250
2021-03-18,ES-RI,ES23,La Rioja,Unknown,15104
2021-03-18,ES-MD,ES30,Madrid,Unknown,210252
2021-03-18,ES-MC,ES62,Murcia,Unknown,58598
2021-03-18,ES-NC,ES22,Navarra,Unknown,29319
2021-03-18,ES-PV,ES21,País Vasco,Unknown,69823
2021-03-18,ES-CE,ES63,Ceuta,Unknown,2541
2021-03-18,ES-ML,ES64,Melilla,Unknown,2379
2021-03-22,ES-AN,ES61,Andalucía,Unknown,420167
2021-03-22,ES-AR,ES24,Aragón,Unknown,72018
2021-03-22,ES-AS,ES12,Asturias,Unknown,73510
2021-03-22,ES-IB,ES53,Islas Baleares,Unknown,35863
2021-03-22,ES-CN,ES70,Canarias,Unknown,79378
2021-03-22,ES-CB,ES13,Cantabria,Unknown,36150
2021-03-22,ES-CL,ES41,Castilla y León,Unknown,152775
2021-03-22,ES-CM,ES42,Castilla-La Mancha,Unknown,93690
2021-03-22,ES-CT,ES51,Cataluña,Unknown,342038
2021-03-22,ES-VC,ES52,Comunidad Valenciana,Unknown,198337
2021-03-22,ES-EX,ES43,Extremadura,Unknown,64751
2021-03-22,ES-GA,ES11,Galicia,Unknown,119986
2021-03-22,ES-RI,ES23,La Rioja,Unknown,16774
2021-03-22,ES-MD,ES30,Madrid,Unknown,232389
2021-03-22,ES-MC,ES62,Murcia,Unknown,64677
2021-03-22,ES-NC,ES22,Navarra,Unknown,30828
2021-03-22,ES-PV,ES21,País Vasco,Unknown,72611
2021-03-22,ES-CE,ES63,Ceuta,Unknown,2542
2021-03-22,ES-ML,ES64,Melilla,Unknown,2384
2021-03-23,ES-AN,ES61,Andalucía,Unknown,422339
2021-03-23,ES-AR,ES24,Aragón,Unknown,72085
2021-03-23,ES-AS,ES12,Asturias,Unknown,74197
2021-03-23,ES-IB,ES53,Islas Baleares,Unknown,35918
2021-03-23,ES-CN,ES70,Canarias,Unknown,81868
2021-03-23,ES-CB,ES13,Cantabria,Unknown,36503
2021-03-23,ES-CL,ES41,Castilla y León,Unknown,157258
2021-03-23,ES-CM,ES42,Castilla-La Mancha,Unknown,94751
2021-03-23,ES-CT,ES51,Cataluña,Unknown,346521
2021-03-23,ES-VC,ES52,Comunidad Valenciana,Unknown,201548
2021-03-23,ES-EX,ES43,Extremadura,Unknown,65591
2021-03-23,ES-GA,ES11,Galicia,Unknown,123545
2021-03-23,ES-RI,ES23,La Rioja,Unknown,17549
2021-03-23,ES-MD,ES30,Madrid,Unknown,249222
2021-03-23,ES-MC,ES62,Murcia,Unknown,66141
2021-03-23,ES-NC,ES22,Navarra,Unknown,31120
2021-03-23,ES-PV,ES21,País Vasco,Unknown,75513
2021-03-23,ES-CE,ES63,Ceuta,Unknown,2542
2021-03-23,ES-ML,ES64,Melilla,Unknown,2387
2021-03-24,ES-AN,ES61,Andalucía,Unknown,455368
2021-03-24,ES-AR,ES24,Aragón,Unknown,74363
2021-03-24,ES-AS,ES12,Asturias,Unknown,76050
2021-03-24,ES-IB,ES53,Islas Baleares,Unknown,36060
2021-03-24,ES-CN,ES70,Canarias,Unknown,86926
2021-03-24,ES-CB,ES13,Cantabria,Unknown,39010
2021-03-24,ES-CL,ES41,Castilla y León,Unknown,163995
2021-03-24,ES-CM,ES42,Castilla-La Mancha,Unknown,98356
2021-03-24,ES-CT,ES51,Cataluña,Unknown,356766
2021-03-24,ES-VC,ES52,Comunidad Valenciana,Unknown,215050
2021-03-24,ES-EX,ES43,Extremadura,Unknown,67578
2021-03-24,ES-GA,ES11,Galicia,Unknown,130338
2021-03-24,ES-RI,ES23,La Rioja,Unknown,18350
2021-03-24,ES-MD,ES30,Madrid,Unknown,268775
2021-03-24,ES-MC,ES62,Murcia,Unknown,69210
2021-03-24,ES-NC,ES22,Navarra,Unknown,32024
2021-03-24,ES-PV,ES21,País Vasco,Unknown,78403
2021-03-24,ES-CE,ES63,Ceuta,Unknown,2566
2021-03-24,ES-ML,ES64,Melilla,Unknown,2387
2021-03-25,ES-AN,ES61,Andalucía,Unknown,472276
2021-03-25,ES-AR,ES24,Aragón,Unknown,79780
2021-03-25,ES-AS,ES12,Asturias,Unknown,77763
2021-03-25,ES-IB,ES53,Islas Baleares,Unknown,37780
2021-03-25,ES-CN,ES70,Canarias,Unknown,90901
2021-03-25,ES-CB,ES13,Cantabria,Unknown,40331
2021-03-25,ES-CL,ES41,Castilla y León,Unknown,170331
2021-03-25,ES-CM,ES42,Castilla-La Mancha,Unknown,104759
2021-03-25,ES-CT,ES51,Cataluña,Unknown,379408
2021-03-25,ES-VC,ES52,Comunidad Valenciana,Unknown,227657
2021-03-25,ES-EX,ES43,Extremadura,Unknown,70649
2021-03-25,ES-GA,ES11,Galicia,Unknown,136454
2021-03-25,ES-RI,ES23,La Rioja,Unknown,18407
2021-03-25,ES-MD,ES30,Madrid,Unknown,287225
2021-03-25,ES-MC,ES62,Murcia,Unknown,70801
2021-03-25,ES-NC,ES22,Navarra,Unknown,33985
2021-03-25,ES-PV,ES21,País Vasco,Unknown,83422
2021-03-25,ES-CE,ES63,Ceuta,Unknown,3206
2021-03-25,ES-ML,ES64,Melilla,Unknown,2409
2021-03-29,ES-AN,ES61,Andalucía,Unknown,501832
2021-03-29,ES-AR,ES24,Aragón,Unknown,85599
2021-03-29,ES-AS,ES12,Asturias,Unknown,81224
2021-03-29,ES-IB,ES53,Islas Baleares,Unknown,43605
2021-03-29,ES-CN,ES70,Canarias,Unknown,97871
2021-03-29,ES-CB,ES13,Cantabria,Unknown,43031
2021-03-29,ES-CL,ES41,Castilla y León,Unknown,188358
2021-03-29,ES-CM,ES42,Castilla-La Mancha,Unknown,114832
2021-03-29,ES-CT,ES51,Cataluña,Unknown,411550
2021-03-29,ES-VC,ES52,Comunidad Valenciana,Unknown,245326
2021-03-29,ES-EX,ES43,Extremadura,Unknown,73575
2021-03-29,ES-GA,ES11,Galicia,Unknown,144511
2021-03-29,ES-RI,ES23,La Rioja,Unknown,19519
2021-03-29,ES-MD,ES30,Madrid,Unknown,325542
2021-03-29,ES-MC,ES62,Murcia,Unknown,82876
2021-03-29,ES-NC,ES22,Navarra,Unknown,36212
2021-03-29,ES-PV,ES21,País Vasco,Unknown,97931
2021-03-29,ES-CE,ES63,Ceuta,Unknown,3555
2021-03-29,ES-ML,ES64,Melilla,Unknown,2417
2021-03-30,ES-AN,ES61,Andalucía,Unknown,504413
2021-03-30,ES-AR,ES24,Aragón,Unknown,85878
2021-03-30,ES-AS,ES12,Asturias,Unknown,82779
2021-03-30,ES-IB,ES53,Islas Baleares,Unknown,44332
2021-03-30,ES-CN,ES70,Canarias,Unknown,100644
2021-03-30,ES-CB,ES13,Cantabria,Unknown,43235
2021-03-30,ES-CL,ES41,Castilla y León,Unknown,188388
2021-03-30,ES-CM,ES42,Castilla-La Mancha,Unknown,117527
2021-03-30,ES-CT,ES51,Cataluña,Unknown,413857
2021-03-30,ES-VC,ES52,Comunidad Valenciana,Unknown,246023
2021-03-30,ES-EX,ES43,Extremadura,Unknown,73603
2021-03-30,ES-GA,ES11,Galicia,Unknown,147802
2021-03-30,ES-RI,ES23,La Rioja,Unknown,20528
2021-03-30,ES-MD,ES30,Madrid,Unknown,342872
2021-03-30,ES-MC,ES62,Murcia,Unknown,83687
2021-03-30,ES-NC,ES22,Navarra,Unknown,36342
2021-03-30,ES-PV,ES21,País Vasco,Unknown,101299
2021-03-30,ES-CE,ES63,Ceuta,Unknown,3600
2021-03-30,ES-ML,ES64,Melilla,Unknown,2419
2021-03-31,ES-AN,ES61,Andalucía,Unknown,507430
2021-03-31,ES-AR,ES24,Aragón,Unknown,89278
2021-03-31,ES-AS,ES12,Asturias,Unknown,87093
2021-03-31,ES-IB,ES53,Islas Baleares,Unknown,45509
2021-03-31,ES-CN,ES70,Canarias,Unknown,104712
2021-03-31,ES-CB,ES13,Cantabria,Unknown,44056
2021-03-31,ES-CL,ES41,Castilla y León,Unknown,198064
2021-03-31,ES-CM,ES42,Castilla-La Mancha,Unknown,122854
2021-03-31,ES-CT,ES51,Cataluña,Unknown,421043
2021-03-31,ES-VC,ES52,Comunidad Valenciana,Unknown,251514
2021-03-31,ES-EX,ES43,Extremadura,Unknown,74629
2021-03-31,ES-GA,ES11,Galicia,Unknown,154528
2021-03-31,ES-RI,ES23,La Rioja,Unknown,20966
2021-03-31,ES-MD,ES30,Madrid,Unknown,359895
2021-03-31,ES-MC,ES62,Murcia,Unknown,85655
2021-03-31,ES-NC,ES22,Navarra,Unknown,37309
2021-03-31,ES-PV,ES21,País Vasco,Unknown,105534
2021-03-31,ES-CE,ES63,Ceuta,Unknown,3601
2021-03-31,ES-ML,ES64,Melilla,Unknown,2423
2021-04-01,ES-AN,ES61,Andalucía,Unknown,514632
2021-04-01,ES-AR,ES24,Aragón,Unknown,93627
2021-04-01,ES-AS,ES12,Asturias,Unknown,89604
2021-04-01,ES-IB,ES53,Islas Baleares,Unknown,45509
2021-04-01,ES-CN,ES70,Canarias,Unknown,108593
2021-04-01,ES-CB,ES13,Cantabria,Unknown,44056
2021-04-01,ES-CL,ES41,Castilla y León,Unknown,207364
2021-04-01,ES-CM,ES42,Castilla-La Mancha,Unknown,122854
2021-04-01,ES-CT,ES51,Cataluña,Unknown,431509
2021-04-01,ES-VC,ES52,Comunidad Valenciana,Unknown,257143
2021-04-01,ES-EX,ES43,Extremadura,Unknown,76693
2021-04-01,ES-GA,ES11,Galicia,Unknown,162397
2021-04-01,ES-RI,ES23,La Rioja,Unknown,21980
2021-04-01,ES-MD,ES30,Madrid,Unknown,376909
2021-04-01,ES-MC,ES62,Murcia,Unknown,87958
2021-04-01,ES-NC,ES22,Navarra,Unknown,39638
2021-04-01,ES-PV,ES21,País Vasco,Unknown,105534
2021-04-01,ES-CE,ES63,Ceuta,Unknown,3601
2021-04-01,ES-ML,ES64,Melilla,Unknown,2423
2021-04-03,ES-AN,ES61,Andalucía,Unknown,521910
2021-04-03,ES-AR,ES24,Aragón,Unknown,96792
2021-04-03,ES-AS,ES12,Asturias,Unknown,91655
2021-04-03,ES-IB,ES53,Islas Baleares,Unknown,49234
2021-04-03,ES-CN,ES70,Canarias,Unknown,108921
2021-04-03,ES-CB,ES13,Cantabria,Unknown,44814
2021-04-03,ES-CL,ES41,Castilla y León,Unknown,208312
2021-04-03,ES-CM,ES42,Castilla-La Mancha,Unknown,130907
2021-04-03,ES-CT,ES51,Cataluña,Unknown,431509
2021-04-03,ES-VC,ES52,Comunidad Valenciana,Unknown,262265
2021-04-03,ES-EX,ES43,Extremadura,Unknown,76769
2021-04-03,ES-GA,ES11,Galicia,Unknown,170558
2021-04-03,ES-RI,ES23,La Rioja,Unknown,23560
2021-04-03,ES-MD,ES30,Madrid,Unknown,377302
2021-04-03,ES-MC,ES62,Murcia,Unknown,90452
2021-04-03,ES-NC,ES22,Navarra,Unknown,39638
2021-04-03,ES-PV,ES21,País Vasco,Unknown,105534
2021-04-03,ES-CE,ES63,Ceuta,Unknown,3601
2021-04-03,ES-ML,ES64,Melilla,Unknown,2423
2021-04-05,ES-AN,ES61,Andalucía,Unknown,522041
2021-04-05,ES-AR,ES24,Aragón,Unknown,96812
2021-04-05,ES-AS,ES12,Asturias,Unknown,92794
2021-04-05,ES-IB,ES53,Islas Baleares,Unknown,49354
2021-04-05,ES-CN,ES70,Canarias,Unknown,109212
2021-04-05,ES-CB,ES13,Cantabria,Unknown,44814
2021-04-05,ES-CL,ES41,Castilla y León,Unknown,208338
2021-04-05,ES-CM,ES42,Castilla-La Mancha,Unknown,131200
2021-04-05,ES-CT,ES51,Cataluña,Unknown,439817
2021-04-05,ES-VC,ES52,Comunidad Valenciana,Unknown,262860
2021-04-05,ES-EX,ES43,Extremadura,Unknown,76771
2021-04-05,ES-GA,ES11,Galicia,Unknown,171172
2021-04-05,ES-RI,ES23,La Rioja,Unknown,23560
2021-04-05,ES-MD,ES30,Madrid,Unknown,377368
2021-04-05,ES-MC,ES62,Murcia,Unknown,90458
2021-04-05,ES-NC,ES22,Navarra,Unknown,39638
2021-04-05,ES-PV,ES21,País Vasco,Unknown,105535
2021-04-05,ES-CE,ES63,Ceuta,Unknown,3633
2021-04-05,ES-ML,ES64,Melilla,Unknown,2430
2021-04-06,ES-AN,ES61,Andalucía,Unknown,525160
2021-04-06,ES-AR,ES24,Aragón,Unknown,96905
2021-04-06,ES-AS,ES12,Asturias,Unknown,93428
2021-04-06,ES-IB,ES53,Islas Baleares,Unknown,49433
2021-04-06,ES-CN,ES70,Canarias,Unknown,110228
2021-04-06,ES-CB,ES13,Cantabria,Unknown,44861
2021-04-06,ES-CL,ES41,Castilla y León,Unknown,213653
2021-04-06,ES-CM,ES42,Castilla-La Mancha,Unknown,132737
2021-04-06,ES-CT,ES51,Cataluña,Unknown,439833
2021-04-06,ES-VC,ES52,Comunidad Valenciana,Unknown,262861
2021-04-06,ES-EX,ES43,Extremadura,Unknown,77838
2021-04-06,ES-GA,ES11,Galicia,Unknown,176199
2021-04-06,ES-RI,ES23,La Rioja,Unknown,24234
2021-04-06,ES-MD,ES30,Madrid,Unknown,393636
2021-04-06,ES-MC,ES62,Murcia,Unknown,90836
2021-04-06,ES-NC,ES22,Navarra,Unknown,43166
2021-04-06,ES-PV,ES21,País Vasco,Unknown,116130
2021-04-06,ES-CE,ES63,Ceuta,Unknown,3635
2021-04-06,ES-ML,ES64,Melilla,Unknown,2491
2021-04-07,ES-AN,ES61,Andalucía,Unknown,528666
2021-04-07,ES-AR,ES24,Aragón,Unknown,97890
2021-04-07,ES-AS,ES12,Asturias,Unknown,94778
2021-04-07,ES-IB,ES53,Islas Baleares,Unknown,50943
2021-04-07,ES-CN,ES70,Canarias,Unknown,110228
2021-04-07,ES-CB,ES13,Cantabria,Unknown,44961
2021-04-07,ES-CL,ES41,Castilla y León,Unknown,220281
2021-04-07,ES-CM,ES42,Castilla-La Mancha,Unknown,138615
2021-04-07,ES-CT,ES51,Cataluña,Unknown,442488
2021-04-07,ES-VC,ES52,Comunidad Valenciana,Unknown,262860
2021-04-07,ES-EX,ES43,Extremadura,Unknown,80163
2021-04-07,ES-GA,ES11,Galicia,Unknown,176201
2021-04-07,ES-RI,ES23,La Rioja,Unknown,24257
2021-04-07,ES-MD,ES30,Madrid,Unknown,407536
2021-04-07,ES-MC,ES62,Murcia,Unknown,90860
2021-04-07,ES-NC,ES22,Navarra,Unknown,43800
2021-04-07,ES-PV,ES21,País Vasco,Unknown,116143
2021-04-07,ES-CE,ES63,Ceuta,Unknown,3639
2021-04-07,ES-ML,ES64,Melilla,Unknown,2490
2021-04-08,ES-AN,ES61,Andalucía,Unknown,531513
2021-04-08,ES-AR,ES24,Aragón,Unknown,100046
2021-04-08,ES-AS,ES12,Asturias,Unknown,95081
2021-04-08,ES-IB,ES53,Islas Baleares,Unknown,53422
2021-04-08,ES-CN,ES70,Canarias,Unknown,113498
2021-04-08,ES-CB,ES13,Cantabria,Unknown,44962
2021-04-08,ES-CL,ES41,Castilla y León,Unknown,225202
2021-04-08,ES-CM,ES42,Castilla-La Mancha,Unknown,145499
2021-04-08,ES-CT,ES51,Cataluña,Unknown,448496
2021-04-08,ES-VC,ES52,Comunidad Valenciana,Unknown,277761
2021-04-08,ES-EX,ES43,Extremadura,Unknown,82947
2021-04-08,ES-GA,ES11,Galicia,Unknown,182845
2021-04-08,ES-RI,ES23,La Rioja,Unknown,24479
2021-04-08,ES-MD,ES30,Madrid,Unknown,418706
2021-04-08,ES-MC,ES62,Murcia,Unknown,94507
2021-04-08,ES-NC,ES22,Navarra,Unknown,45497
2021-04-08,ES-PV,ES21,País Vasco,Unknown,124458
2021-04-08,ES-CE,ES63,Ceuta,Unknown,3640
2021-04-08,ES-ML,ES64,Melilla,Unknown,2637
2021-04-09,ES-AN,ES61,Andalucía,Unknown,535937
2021-04-09,ES-AR,ES24,Aragón,Unknown,101671
2021-04-09,ES-AS,ES12,Asturias,Unknown,95799
2021-04-09,ES-IB,ES53,Islas Baleares,Unknown,55060
2021-04-09,ES-CN,ES70,Canarias,Unknown,114466
2021-04-09,ES-CB,ES13,Cantabria,Unknown,45027
2021-04-09,ES-CL,ES41,Castilla y León,Unknown,229786
2021-04-09,ES-CM,ES42,Castilla-La Mancha,Unknown,149936
2021-04-09,ES-CT,ES51,Cataluña,Unknown,452141
2021-04-09,ES-VC,ES52,Comunidad Valenciana,Unknown,284106
2021-04-09,ES-EX,ES43,Extremadura,Unknown,85931
2021-04-09,ES-GA,ES11,Galicia,Unknown,185443
2021-04-09,ES-RI,ES23,La Rioja,Unknown,24721
2021-04-09,ES-MD,ES30,Madrid,Unknown,426266
2021-04-09,ES-MC,ES62,Murcia,Unknown,98740
2021-04-09,ES-NC,ES22,Navarra,Unknown,46365
2021-04-09,ES-PV,ES21,País Vasco,Unknown,128843
2021-04-09,ES-CE,ES63,Ceuta,Unknown,3641
2021-04-09,ES-ML,ES64,Melilla,Unknown,2934
2021-04-12,ES-AN,ES61,Andalucía,Unknown,540164
2021-04-12,ES-AR,ES24,Aragón,Unknown,102152
2021-04-12,ES-AS,ES12,Asturias,Unknown,97223
2021-04-12,ES-IB,ES53,Islas Baleares,Unknown,56911
2021-04-12,ES-CN,ES70,Canarias,Unknown,115354
2021-04-12,ES-CB,ES13,Cantabria,Unknown,45346
2021-04-12,ES-CL,ES41,Castilla y León,Unknown,233240
2021-04-12,ES-CM,ES42,Castilla-La Mancha,Unknown,152210
2021-04-12,ES-CT,ES51,Cataluña,Unknown,457916
2021-04-12,ES-VC,ES52,Comunidad Valenciana,Unknown,284107
2021-04-12,ES-EX,ES43,Extremadura,Unknown,86236
2021-04-12,ES-GA,ES11,Galicia,Unknown,186056
2021-04-12,ES-RI,ES23,La Rioja,Unknown,24854
2021-04-12,ES-MD,ES30,Madrid,Unknown,431625
2021-04-12,ES-MC,ES62,Murcia,Unknown,99406
2021-04-12,ES-NC,ES22,Navarra,Unknown,48318
2021-04-12,ES-PV,ES21,País Vasco,Unknown,134921
2021-04-12,ES-CE,ES63,Ceuta,Unknown,3642
2021-04-12,ES-ML,ES64,Melilla,Unknown,3431
2021-04-13,ES-AN,ES61,Andalucía,Unknown,543734
2021-04-13,ES-AR,ES24,Aragón,Unknown,102164
2021-04-13,ES-AS,ES12,Asturias,Unknown,98293
2021-04-13,ES-IB,ES53,Islas Baleares,Unknown,56938
2021-04-13,ES-CN,ES70,Canarias,Unknown,115549
2021-04-13,ES-CB,ES13,Cantabria,Unknown,45734
2021-04-13,ES-CL,ES41,Castilla y León,Unknown,234827
2021-04-13,ES-CM,ES42,Castilla-La Mancha,Unknown,152656
2021-04-13,ES-CT,ES51,Cataluña,Unknown,458345
2021-04-13,ES-VC,ES52,Comunidad Valenciana,Unknown,286544
2021-04-13,ES-EX,ES43,Extremadura,Unknown,86230
2021-04-13,ES-GA,ES11,Galicia,Unknown,191095
2021-04-13,ES-RI,ES23,La Rioja,Unknown,24989
2021-04-13,ES-MD,ES30,Madrid,Unknown,435246
2021-04-13,ES-MC,ES62,Murcia,Unknown,99416
2021-04-13,ES-NC,ES22,Navarra,Unknown,48742
2021-04-13,ES-PV,ES21,País Vasco,Unknown,142912
2021-04-13,ES-CE,ES63,Ceuta,Unknown,3645
2021-04-13,ES-ML,ES64,Melilla,Unknown,3714
