date,iso_code,nuts2,name,supplier,additional_dose
2021-12-17,ES-CE,ES63,Ceuta,Unknown,11579
2021-12-17,ES-ML,ES64,Melilla,Unknown,12610
2021-12-20,ES-AN,ES61,Andalucía,Unknown,1718295
2021-12-20,ES-AR,ES24,Aragón,Unknown,330605
2021-12-20,ES-AS,ES12,Asturias,Unknown,336658
2021-12-20,ES-IB,ES53,Islas Baleares,Unknown,193089
2021-12-20,ES-CN,ES70,Canarias,Unknown,398024
2021-12-20,ES-CB,ES13,Cantabria,Unknown,146984
2021-12-20,ES-CL,ES41,Castilla y León,Unknown,823565
2021-12-20,ES-CM,ES42,Castilla-La Mancha,Unknown,500421
2021-12-20,ES-CT,ES51,Cataluña,Unknown,1551649
2021-12-20,ES-VC,ES52,Comunidad Valenciana,Unknown,1085884
2021-12-20,ES-EX,ES43,Extremadura,Unknown,286159
2021-12-20,ES-GA,ES11,Galicia,Unknown,1124102
2021-12-20,ES-RI,ES23,La Rioja,Unknown,86794
2021-12-20,ES-MD,ES30,Madrid,Unknown,1359511
2021-12-20,ES-MC,ES62,Murcia,Unknown,298282
2021-12-20,ES-NC,ES22,Navarra,Unknown,176905
2021-12-20,ES-PV,ES21,País Vasco,Unknown,598589
2021-12-20,ES-CE,ES63,Ceuta,Unknown,12073
2021-12-20,ES-ML,ES64,Melilla,Unknown,13026
2021-12-21,ES-AN,ES61,Andalucía,Unknown,1760787
2021-12-21,ES-AR,ES24,Aragón,Unknown,339794
2021-12-21,ES-AS,ES12,Asturias,Unknown,357210
2021-12-21,ES-IB,ES53,Islas Baleares,Unknown,199264
2021-12-21,ES-CN,ES70,Canarias,Unknown,413179
2021-12-21,ES-CB,ES13,Cantabria,Unknown,152863
2021-12-21,ES-CL,ES41,Castilla y León,Unknown,853680
2021-12-21,ES-CM,ES42,Castilla-La Mancha,Unknown,512049
2021-12-21,ES-CT,ES51,Cataluña,Unknown,1551649
2021-12-21,ES-VC,ES52,Comunidad Valenciana,Unknown,1130610
2021-12-21,ES-EX,ES43,Extremadura,Unknown,292134
2021-12-21,ES-GA,ES11,Galicia,Unknown,1152665
2021-12-21,ES-RI,ES23,La Rioja,Unknown,89243
2021-12-21,ES-MD,ES30,Madrid,Unknown,1423696
2021-12-21,ES-MC,ES62,Murcia,Unknown,301894
2021-12-21,ES-NC,ES22,Navarra,Unknown,180787
2021-12-21,ES-PV,ES21,País Vasco,Unknown,608057
2021-12-21,ES-CE,ES63,Ceuta,Unknown,12349
2021-12-21,ES-ML,ES64,Melilla,Unknown,14002
2021-12-22,ES-AN,ES61,Andalucía,Unknown,1760813
2021-12-22,ES-AR,ES24,Aragón,Unknown,349920
2021-12-22,ES-AS,ES12,Asturias,Unknown,364967
2021-12-22,ES-IB,ES53,Islas Baleares,Unknown,207045
2021-12-22,ES-CN,ES70,Canarias,Unknown,430782
2021-12-22,ES-CB,ES13,Cantabria,Unknown,159362
2021-12-22,ES-CL,ES41,Castilla y León,Unknown,864766
2021-12-22,ES-CM,ES42,Castilla-La Mancha,Unknown,512048
2021-12-22,ES-CT,ES51,Cataluña,Unknown,1691116
2021-12-22,ES-VC,ES52,Comunidad Valenciana,Unknown,1183848
2021-12-22,ES-EX,ES43,Extremadura,Unknown,307486
2021-12-22,ES-GA,ES11,Galicia,Unknown,1181452
2021-12-22,ES-RI,ES23,La Rioja,Unknown,91236
2021-12-22,ES-MD,ES30,Madrid,Unknown,1524398
2021-12-22,ES-MC,ES62,Murcia,Unknown,307007
2021-12-22,ES-NC,ES22,Navarra,Unknown,184962
2021-12-22,ES-PV,ES21,País Vasco,Unknown,621454
2021-12-22,ES-CE,ES63,Ceuta,Unknown,12944
2021-12-22,ES-ML,ES64,Melilla,Unknown,14976
2021-12-23,ES-AN,ES61,Andalucía,Unknown,1847371
2021-12-23,ES-AR,ES24,Aragón,Unknown,363252
2021-12-23,ES-AS,ES12,Asturias,Unknown,390561
2021-12-23,ES-IB,ES53,Islas Baleares,Unknown,211677
2021-12-23,ES-CN,ES70,Canarias,Unknown,448103
2021-12-23,ES-CB,ES13,Cantabria,Unknown,165617
2021-12-23,ES-CL,ES41,Castilla y León,Unknown,875645
2021-12-23,ES-CM,ES42,Castilla-La Mancha,Unknown,539487
2021-12-23,ES-CT,ES51,Cataluña,Unknown,1768967
2021-12-23,ES-VC,ES52,Comunidad Valenciana,Unknown,1240658
2021-12-23,ES-EX,ES43,Extremadura,Unknown,317969
2021-12-23,ES-GA,ES11,Galicia,Unknown,1210002
2021-12-23,ES-RI,ES23,La Rioja,Unknown,92825
2021-12-23,ES-MD,ES30,Madrid,Unknown,1583584
2021-12-23,ES-MC,ES62,Murcia,Unknown,312033
2021-12-23,ES-NC,ES22,Navarra,Unknown,187951
2021-12-23,ES-PV,ES21,País Vasco,Unknown,637850
2021-12-23,ES-CE,ES63,Ceuta,Unknown,12944
2021-12-23,ES-ML,ES64,Melilla,Unknown,15773
2021-12-27,ES-AN,ES61,Andalucía,Unknown,1884231
2021-12-27,ES-AR,ES24,Aragón,Unknown,376050
2021-12-27,ES-AS,ES12,Asturias,Unknown,413122
2021-12-27,ES-IB,ES53,Islas Baleares,Unknown,218813
2021-12-27,ES-CN,ES70,Canarias,Unknown,473563
2021-12-27,ES-CB,ES13,Cantabria,Unknown,175178
2021-12-27,ES-CL,ES41,Castilla y León,Unknown,884916
2021-12-27,ES-CM,ES42,Castilla-La Mancha,Unknown,553990
2021-12-27,ES-CT,ES51,Cataluña,Unknown,1863331
2021-12-27,ES-VC,ES52,Comunidad Valenciana,Unknown,1287828
2021-12-27,ES-EX,ES43,Extremadura,Unknown,329078
2021-12-27,ES-GA,ES11,Galicia,Unknown,1245549
2021-12-27,ES-RI,ES23,La Rioja,Unknown,94642
2021-12-27,ES-MD,ES30,Madrid,Unknown,1679723
2021-12-27,ES-MC,ES62,Murcia,Unknown,317337
2021-12-27,ES-NC,ES22,Navarra,Unknown,191765
2021-12-27,ES-PV,ES21,País Vasco,Unknown,667465
2021-12-27,ES-CE,ES63,Ceuta,Unknown,14151
2021-12-27,ES-ML,ES64,Melilla,Unknown,16450
2021-12-28,ES-AN,ES61,Andalucía,Unknown,1914849
2021-12-28,ES-AR,ES24,Aragón,Unknown,382189
2021-12-28,ES-AS,ES12,Asturias,Unknown,424286
2021-12-28,ES-IB,ES53,Islas Baleares,Unknown,227704
2021-12-28,ES-CN,ES70,Canarias,Unknown,491071
2021-12-28,ES-CB,ES13,Cantabria,Unknown,180271
2021-12-28,ES-CL,ES41,Castilla y León,Unknown,901460
2021-12-28,ES-CM,ES42,Castilla-La Mancha,Unknown,553995
2021-12-28,ES-CT,ES51,Cataluña,Unknown,1913260
2021-12-28,ES-VC,ES52,Comunidad Valenciana,Unknown,1333155
2021-12-28,ES-EX,ES43,Extremadura,Unknown,335199
2021-12-28,ES-GA,ES11,Galicia,Unknown,1275484
2021-12-28,ES-RI,ES23,La Rioja,Unknown,96211
2021-12-28,ES-MD,ES30,Madrid,Unknown,1735669
2021-12-28,ES-MC,ES62,Murcia,Unknown,325122
2021-12-28,ES-NC,ES22,Navarra,Unknown,194889
2021-12-28,ES-PV,ES21,País Vasco,Unknown,681621
2021-12-28,ES-CE,ES63,Ceuta,Unknown,14626
2021-12-28,ES-ML,ES64,Melilla,Unknown,17178
2021-12-29,ES-AN,ES61,Andalucía,Unknown,1951623
2021-12-29,ES-AR,ES24,Aragón,Unknown,391696
2021-12-29,ES-AS,ES12,Asturias,Unknown,436920
2021-12-29,ES-IB,ES53,Islas Baleares,Unknown,236540
2021-12-29,ES-CN,ES70,Canarias,Unknown,510018
2021-12-29,ES-CB,ES13,Cantabria,Unknown,185082
2021-12-29,ES-CL,ES41,Castilla y León,Unknown,917351
2021-12-29,ES-CM,ES42,Castilla-La Mancha,Unknown,589756
2021-12-29,ES-CT,ES51,Cataluña,Unknown,1975474
2021-12-29,ES-VC,ES52,Comunidad Valenciana,Unknown,1381877
2021-12-29,ES-EX,ES43,Extremadura,Unknown,344721
2021-12-29,ES-GA,ES11,Galicia,Unknown,1303894
2021-12-29,ES-RI,ES23,La Rioja,Unknown,97624
2021-12-29,ES-MD,ES30,Madrid,Unknown,1791375
2021-12-29,ES-MC,ES62,Murcia,Unknown,335770
2021-12-29,ES-NC,ES22,Navarra,Unknown,198910
2021-12-29,ES-PV,ES21,País Vasco,Unknown,696561
2021-12-29,ES-CE,ES63,Ceuta,Unknown,15114
2021-12-29,ES-ML,ES64,Melilla,Unknown,17978
2021-12-30,ES-AN,ES61,Andalucía,Unknown,1999724
2021-12-30,ES-AR,ES24,Aragón,Unknown,402990
2021-12-30,ES-AS,ES12,Asturias,Unknown,450119
2021-12-30,ES-IB,ES53,Islas Baleares,Unknown,241848
2021-12-30,ES-CN,ES70,Canarias,Unknown,510018
2021-12-30,ES-CB,ES13,Cantabria,Unknown,190168
2021-12-30,ES-CL,ES41,Castilla y León,Unknown,934093
2021-12-30,ES-CM,ES42,Castilla-La Mancha,Unknown,589757
2021-12-30,ES-CT,ES51,Cataluña,Unknown,2029659
2021-12-30,ES-VC,ES52,Comunidad Valenciana,Unknown,1425579
2021-12-30,ES-EX,ES43,Extremadura,Unknown,357747
2021-12-30,ES-GA,ES11,Galicia,Unknown,1334570
2021-12-30,ES-RI,ES23,La Rioja,Unknown,97624
2021-12-30,ES-MD,ES30,Madrid,Unknown,1846837
2021-12-30,ES-MC,ES62,Murcia,Unknown,348801
2021-12-30,ES-NC,ES22,Navarra,Unknown,202456
2021-12-30,ES-PV,ES21,País Vasco,Unknown,711808
2021-12-30,ES-CE,ES63,Ceuta,Unknown,15611
2021-12-30,ES-ML,ES64,Melilla,Unknown,18625
2022-01-03,ES-AN,ES61,Andalucía,Unknown,2031959
2022-01-03,ES-AR,ES24,Aragón,Unknown,412159
2022-01-03,ES-AS,ES12,Asturias,Unknown,473478
2022-01-03,ES-IB,ES53,Islas Baleares,Unknown,249803
2022-01-03,ES-CN,ES70,Canarias,Unknown,554143
2022-01-03,ES-CB,ES13,Cantabria,Unknown,201620
2022-01-03,ES-CL,ES41,Castilla y León,Unknown,950796
2022-01-03,ES-CM,ES42,Castilla-La Mancha,Unknown,627902
2022-01-03,ES-CT,ES51,Cataluña,Unknown,2137382
2022-01-03,ES-VC,ES52,Comunidad Valenciana,Unknown,1470154
2022-01-03,ES-EX,ES43,Extremadura,Unknown,369057
2022-01-03,ES-GA,ES11,Galicia,Unknown,1369616
2022-01-03,ES-RI,ES23,La Rioja,Unknown,100211
2022-01-03,ES-MD,ES30,Madrid,Unknown,1942154
2022-01-03,ES-MC,ES62,Murcia,Unknown,358445
2022-01-03,ES-NC,ES22,Navarra,Unknown,207080
2022-01-03,ES-PV,ES21,País Vasco,Unknown,744175
2022-01-03,ES-CE,ES63,Ceuta,Unknown,16521
2022-01-03,ES-ML,ES64,Melilla,Unknown,19102
2022-01-04,ES-AN,ES61,Andalucía,Unknown,2065871
2022-01-04,ES-AR,ES24,Aragón,Unknown,418859
2022-01-04,ES-AS,ES12,Asturias,Unknown,486635
2022-01-04,ES-IB,ES53,Islas Baleares,Unknown,257557
2022-01-04,ES-CN,ES70,Canarias,Unknown,569674
2022-01-04,ES-CB,ES13,Cantabria,Unknown,206923
2022-01-04,ES-CL,ES41,Castilla y León,Unknown,966913
2022-01-04,ES-CM,ES42,Castilla-La Mancha,Unknown,641057
2022-01-04,ES-CT,ES51,Cataluña,Unknown,2191801
2022-01-04,ES-VC,ES52,Comunidad Valenciana,Unknown,1515490
2022-01-04,ES-EX,ES43,Extremadura,Unknown,375895
2022-01-04,ES-GA,ES11,Galicia,Unknown,1395286
2022-01-04,ES-RI,ES23,La Rioja,Unknown,101515
2022-01-04,ES-MD,ES30,Madrid,Unknown,1988962
2022-01-04,ES-MC,ES62,Murcia,Unknown,368091
2022-01-04,ES-NC,ES22,Navarra,Unknown,209799
2022-01-04,ES-PV,ES21,País Vasco,Unknown,761488
2022-01-04,ES-CE,ES63,Ceuta,Unknown,17167
2022-01-04,ES-ML,ES64,Melilla,Unknown,19752
2022-01-05,ES-AN,ES61,Andalucía,Unknown,2104448
2022-01-05,ES-AR,ES24,Aragón,Unknown,427805
2022-01-05,ES-AS,ES12,Asturias,Unknown,501220
2022-01-05,ES-IB,ES53,Islas Baleares,Unknown,265247
2022-01-05,ES-CN,ES70,Canarias,Unknown,585385
2022-01-05,ES-CB,ES13,Cantabria,Unknown,213092
2022-01-05,ES-CL,ES41,Castilla y León,Unknown,982553
2022-01-05,ES-CM,ES42,Castilla-La Mancha,Unknown,654430
2022-01-05,ES-CT,ES51,Cataluña,Unknown,2254502
2022-01-05,ES-VC,ES52,Comunidad Valenciana,Unknown,1564520
2022-01-05,ES-EX,ES43,Extremadura,Unknown,385714
2022-01-05,ES-GA,ES11,Galicia,Unknown,1397613
2022-01-05,ES-RI,ES23,La Rioja,Unknown,102901
2022-01-05,ES-MD,ES30,Madrid,Unknown,2039220
2022-01-05,ES-MC,ES62,Murcia,Unknown,376599
2022-01-05,ES-NC,ES22,Navarra,Unknown,209799
2022-01-05,ES-PV,ES21,País Vasco,Unknown,776841
2022-01-05,ES-CE,ES63,Ceuta,Unknown,17734
2022-01-05,ES-ML,ES64,Melilla,Unknown,19751
2022-01-07,ES-AN,ES61,Andalucía,Unknown,2132839
2022-01-07,ES-AR,ES24,Aragón,Unknown,437138
2022-01-07,ES-AS,ES12,Asturias,Unknown,514804
2022-01-07,ES-IB,ES53,Islas Baleares,Unknown,267214
2022-01-07,ES-CN,ES70,Canarias,Unknown,598988
2022-01-07,ES-CB,ES13,Cantabria,Unknown,217561
2022-01-07,ES-CL,ES41,Castilla y León,Unknown,998208
2022-01-07,ES-CM,ES42,Castilla-La Mancha,Unknown,667031
2022-01-07,ES-CT,ES51,Cataluña,Unknown,2293705
2022-01-07,ES-VC,ES52,Comunidad Valenciana,Unknown,1594480
2022-01-07,ES-EX,ES43,Extremadura,Unknown,394550
2022-01-07,ES-GA,ES11,Galicia,Unknown,1398654
2022-01-07,ES-RI,ES23,La Rioja,Unknown,104172
2022-01-07,ES-MD,ES30,Madrid,Unknown,2086971
2022-01-07,ES-MC,ES62,Murcia,Unknown,376601
2022-01-07,ES-NC,ES22,Navarra,Unknown,213501
2022-01-07,ES-PV,ES21,País Vasco,Unknown,795833
2022-01-07,ES-CE,ES63,Ceuta,Unknown,18233
2022-01-07,ES-ML,ES64,Melilla,Unknown,20517
2022-01-10,ES-AN,ES61,Andalucía,Unknown,2173837
2022-01-10,ES-AR,ES24,Aragón,Unknown,443251
2022-01-10,ES-AS,ES12,Asturias,Unknown,542547
2022-01-10,ES-IB,ES53,Islas Baleares,Unknown,278324
2022-01-10,ES-CN,ES70,Canarias,Unknown,623533
2022-01-10,ES-CB,ES13,Cantabria,Unknown,231832
2022-01-10,ES-CL,ES41,Castilla y León,Unknown,1027398
2022-01-10,ES-CM,ES42,Castilla-La Mancha,Unknown,687836
2022-01-10,ES-CT,ES51,Cataluña,Unknown,2430317
2022-01-10,ES-VC,ES52,Comunidad Valenciana,Unknown,1634799
2022-01-10,ES-EX,ES43,Extremadura,Unknown,406252
2022-01-10,ES-GA,ES11,Galicia,Unknown,1471128
2022-01-10,ES-RI,ES23,La Rioja,Unknown,105483
2022-01-10,ES-MD,ES30,Madrid,Unknown,2179971
2022-01-10,ES-MC,ES62,Murcia,Unknown,401619
2022-01-10,ES-NC,ES22,Navarra,Unknown,220298
2022-01-10,ES-PV,ES21,País Vasco,Unknown,823514
2022-01-10,ES-CE,ES63,Ceuta,Unknown,19110
2022-01-10,ES-ML,ES64,Melilla,Unknown,20531
2022-01-11,ES-AN,ES61,Andalucía,Unknown,2219427
2022-01-11,ES-AR,ES24,Aragón,Unknown,452444
2022-01-11,ES-AS,ES12,Asturias,Unknown,552937
2022-01-11,ES-IB,ES53,Islas Baleares,Unknown,286502
2022-01-11,ES-CN,ES70,Canarias,Unknown,638926
2022-01-11,ES-CB,ES13,Cantabria,Unknown,237053
2022-01-11,ES-CL,ES41,Castilla y León,Unknown,1048719
2022-01-11,ES-CM,ES42,Castilla-La Mancha,Unknown,700722
2022-01-11,ES-CT,ES51,Cataluña,Unknown,2489470
2022-01-11,ES-VC,ES52,Comunidad Valenciana,Unknown,1672005
2022-01-11,ES-EX,ES43,Extremadura,Unknown,413403
2022-01-11,ES-GA,ES11,Galicia,Unknown,1484199
2022-01-11,ES-RI,ES23,La Rioja,Unknown,108099
2022-01-11,ES-MD,ES30,Madrid,Unknown,2227559
2022-01-11,ES-MC,ES62,Murcia,Unknown,410728
2022-01-11,ES-NC,ES22,Navarra,Unknown,224505
2022-01-11,ES-PV,ES21,País Vasco,Unknown,838930
2022-01-11,ES-CE,ES63,Ceuta,Unknown,19668
2022-01-11,ES-ML,ES64,Melilla,Unknown,20809
2022-01-12,ES-AN,ES61,Andalucía,Unknown,2271811
2022-01-12,ES-AR,ES24,Aragón,Unknown,463880
2022-01-12,ES-AS,ES12,Asturias,Unknown,562925
2022-01-12,ES-IB,ES53,Islas Baleares,Unknown,294933
2022-01-12,ES-CN,ES70,Canarias,Unknown,653499
2022-01-12,ES-CB,ES13,Cantabria,Unknown,242972
2022-01-12,ES-CL,ES41,Castilla y León,Unknown,1070029
2022-01-12,ES-CM,ES42,Castilla-La Mancha,Unknown,715183
2022-01-12,ES-CT,ES51,Cataluña,Unknown,2551921
2022-01-12,ES-VC,ES52,Comunidad Valenciana,Unknown,1725570
2022-01-12,ES-EX,ES43,Extremadura,Unknown,418856
2022-01-12,ES-GA,ES11,Galicia,Unknown,1498932
2022-01-12,ES-RI,ES23,La Rioja,Unknown,110596
2022-01-12,ES-MD,ES30,Madrid,Unknown,2272991
2022-01-12,ES-MC,ES62,Murcia,Unknown,425467
2022-01-12,ES-NC,ES22,Navarra,Unknown,231395
2022-01-12,ES-PV,ES21,País Vasco,Unknown,854519
2022-01-12,ES-CE,ES63,Ceuta,Unknown,20222
2022-01-12,ES-ML,ES64,Melilla,Unknown,21115
2022-01-13,ES-AN,ES61,Andalucía,Unknown,2328841
2022-01-13,ES-AR,ES24,Aragón,Unknown,477825
2022-01-13,ES-AS,ES12,Asturias,Unknown,573620
2022-01-13,ES-IB,ES53,Islas Baleares,Unknown,299447
2022-01-13,ES-CN,ES70,Canarias,Unknown,667685
2022-01-13,ES-CB,ES13,Cantabria,Unknown,247942
2022-01-13,ES-CL,ES41,Castilla y León,Unknown,1088088
2022-01-13,ES-CM,ES42,Castilla-La Mancha,Unknown,731179
2022-01-13,ES-CT,ES51,Cataluña,Unknown,2615449
2022-01-13,ES-VC,ES52,Comunidad Valenciana,Unknown,1774933
2022-01-13,ES-EX,ES43,Extremadura,Unknown,422765
2022-01-13,ES-GA,ES11,Galicia,Unknown,1528136
2022-01-13,ES-RI,ES23,La Rioja,Unknown,115845
2022-01-13,ES-MD,ES30,Madrid,Unknown,2320585
2022-01-13,ES-MC,ES62,Murcia,Unknown,425468
2022-01-13,ES-NC,ES22,Navarra,Unknown,238653
2022-01-13,ES-PV,ES21,País Vasco,Unknown,871227
2022-01-13,ES-CE,ES63,Ceuta,Unknown,20788
2022-01-13,ES-ML,ES64,Melilla,Unknown,21247
2022-01-14,ES-AN,ES61,Andalucía,Unknown,2386104
2022-01-14,ES-AR,ES24,Aragón,Unknown,491375
2022-01-14,ES-AS,ES12,Asturias,Unknown,583123
2022-01-14,ES-IB,ES53,Islas Baleares,Unknown,307264
2022-01-14,ES-CN,ES70,Canarias,Unknown,681982
2022-01-14,ES-CB,ES13,Cantabria,Unknown,253339
2022-01-14,ES-CL,ES41,Castilla y León,Unknown,1112100
2022-01-14,ES-CM,ES42,Castilla-La Mancha,Unknown,747860
2022-01-14,ES-CT,ES51,Cataluña,Unknown,2680481
2022-01-14,ES-VC,ES52,Comunidad Valenciana,Unknown,1822710
2022-01-14,ES-EX,ES43,Extremadura,Unknown,427872
2022-01-14,ES-GA,ES11,Galicia,Unknown,1543467
2022-01-14,ES-RI,ES23,La Rioja,Unknown,117861
2022-01-14,ES-MD,ES30,Madrid,Unknown,2362948
2022-01-14,ES-MC,ES62,Murcia,Unknown,455843
2022-01-14,ES-NC,ES22,Navarra,Unknown,245501
2022-01-14,ES-PV,ES21,País Vasco,Unknown,888024
2022-01-14,ES-CE,ES63,Ceuta,Unknown,21285
2022-01-14,ES-ML,ES64,Melilla,Unknown,21455
2022-01-17,ES-AN,ES61,Andalucía,Unknown,2454506
2022-01-17,ES-AR,ES24,Aragón,Unknown,500036
2022-01-17,ES-AS,ES12,Asturias,Unknown,594404
2022-01-17,ES-IB,ES53,Islas Baleares,Unknown,319137
2022-01-17,ES-CN,ES70,Canarias,Unknown,708003
2022-01-17,ES-CB,ES13,Cantabria,Unknown,262627
2022-01-17,ES-CL,ES41,Castilla y León,Unknown,1146142
2022-01-17,ES-CM,ES42,Castilla-La Mancha,Unknown,767367
2022-01-17,ES-CT,ES51,Cataluña,Unknown,2832650
2022-01-17,ES-VC,ES52,Comunidad Valenciana,Unknown,1873799
2022-01-17,ES-EX,ES43,Extremadura,Unknown,436027
2022-01-17,ES-GA,ES11,Galicia,Unknown,1573212
2022-01-17,ES-RI,ES23,La Rioja,Unknown,120995
2022-01-17,ES-MD,ES30,Madrid,Unknown,2456426
2022-01-17,ES-MC,ES62,Murcia,Unknown,474457
2022-01-17,ES-NC,ES22,Navarra,Unknown,262786
2022-01-17,ES-PV,ES21,País Vasco,Unknown,922254
2022-01-17,ES-CE,ES63,Ceuta,Unknown,22059
2022-01-17,ES-ML,ES64,Melilla,Unknown,21578
2022-01-18,ES-AN,ES61,Andalucía,Unknown,2508847
2022-01-18,ES-AR,ES24,Aragón,Unknown,508129
2022-01-18,ES-AS,ES12,Asturias,Unknown,601694
2022-01-18,ES-IB,ES53,Islas Baleares,Unknown,325412
2022-01-18,ES-CN,ES70,Canarias,Unknown,722016
2022-01-18,ES-CB,ES13,Cantabria,Unknown,266599
2022-01-18,ES-CL,ES41,Castilla y León,Unknown,1162030
2022-01-18,ES-CM,ES42,Castilla-La Mancha,Unknown,777780
2022-01-18,ES-CT,ES51,Cataluña,Unknown,2884919
2022-01-18,ES-VC,ES52,Comunidad Valenciana,Unknown,1915091
2022-01-18,ES-EX,ES43,Extremadura,Unknown,439497
2022-01-18,ES-GA,ES11,Galicia,Unknown,1580100
2022-01-18,ES-RI,ES23,La Rioja,Unknown,123271
2022-01-18,ES-MD,ES30,Madrid,Unknown,2499824
2022-01-18,ES-MC,ES62,Murcia,Unknown,481445
2022-01-18,ES-NC,ES22,Navarra,Unknown,266864
2022-01-18,ES-PV,ES21,País Vasco,Unknown,936526
2022-01-18,ES-CE,ES63,Ceuta,Unknown,22428
2022-01-18,ES-ML,ES64,Melilla,Unknown,21815
2022-01-19,ES-AN,ES61,Andalucía,Unknown,2572519
2022-01-19,ES-AR,ES24,Aragón,Unknown,518970
2022-01-19,ES-AS,ES12,Asturias,Unknown,604322
2022-01-19,ES-IB,ES53,Islas Baleares,Unknown,334005
2022-01-19,ES-CN,ES70,Canarias,Unknown,722016
2022-01-19,ES-CB,ES13,Cantabria,Unknown,271331
2022-01-19,ES-CL,ES41,Castilla y León,Unknown,1183198
2022-01-19,ES-CM,ES42,Castilla-La Mancha,Unknown,789685
2022-01-19,ES-CT,ES51,Cataluña,Unknown,2940574
2022-01-19,ES-VC,ES52,Comunidad Valenciana,Unknown,1964302
2022-01-19,ES-EX,ES43,Extremadura,Unknown,443391
2022-01-19,ES-GA,ES11,Galicia,Unknown,1583470
2022-01-19,ES-RI,ES23,La Rioja,Unknown,125438
2022-01-19,ES-MD,ES30,Madrid,Unknown,2533077
2022-01-19,ES-MC,ES62,Murcia,Unknown,494659
2022-01-19,ES-NC,ES22,Navarra,Unknown,269758
2022-01-19,ES-PV,ES21,País Vasco,Unknown,950891
2022-01-19,ES-CE,ES63,Ceuta,Unknown,23170
2022-01-19,ES-ML,ES64,Melilla,Unknown,22066
2022-01-20,ES-AN,ES61,Andalucía,Unknown,2642302
2022-01-20,ES-AR,ES24,Aragón,Unknown,523963
2022-01-20,ES-AS,ES12,Asturias,Unknown,620192
2022-01-20,ES-IB,ES53,Islas Baleares,Unknown,334005
2022-01-20,ES-CN,ES70,Canarias,Unknown,753143
2022-01-20,ES-CB,ES13,Cantabria,Unknown,275517
2022-01-20,ES-CL,ES41,Castilla y León,Unknown,1200456
2022-01-20,ES-CM,ES42,Castilla-La Mancha,Unknown,802395
2022-01-20,ES-CT,ES51,Cataluña,Unknown,2940574
2022-01-20,ES-VC,ES52,Comunidad Valenciana,Unknown,2012655
2022-01-20,ES-EX,ES43,Extremadura,Unknown,449820
2022-01-20,ES-GA,ES11,Galicia,Unknown,1614070
2022-01-20,ES-RI,ES23,La Rioja,Unknown,127214
2022-01-20,ES-MD,ES30,Madrid,Unknown,2565082
2022-01-20,ES-MC,ES62,Murcia,Unknown,504882
2022-01-20,ES-NC,ES22,Navarra,Unknown,273908
2022-01-20,ES-PV,ES21,País Vasco,Unknown,965818
2022-01-20,ES-CE,ES63,Ceuta,Unknown,23683
2022-01-20,ES-ML,ES64,Melilla,Unknown,22194
2022-01-21,ES-AN,ES61,Andalucía,Unknown,2714241
2022-01-21,ES-AR,ES24,Aragón,Unknown,543022
2022-01-21,ES-AS,ES12,Asturias,Unknown,630317
2022-01-21,ES-IB,ES53,Islas Baleares,Unknown,340461
2022-01-21,ES-CN,ES70,Canarias,Unknown,766906
2022-01-21,ES-CB,ES13,Cantabria,Unknown,280302
2022-01-21,ES-CL,ES41,Castilla y León,Unknown,1217565
2022-01-21,ES-CM,ES42,Castilla-La Mancha,Unknown,816144
2022-01-21,ES-CT,ES51,Cataluña,Unknown,3035059
2022-01-21,ES-VC,ES52,Comunidad Valenciana,Unknown,2058566
2022-01-21,ES-EX,ES43,Extremadura,Unknown,461883
2022-01-21,ES-GA,ES11,Galicia,Unknown,1644623
2022-01-21,ES-RI,ES23,La Rioja,Unknown,128923
2022-01-21,ES-MD,ES30,Madrid,Unknown,2597613
2022-01-21,ES-MC,ES62,Murcia,Unknown,522365
2022-01-21,ES-NC,ES22,Navarra,Unknown,276124
2022-01-21,ES-PV,ES21,País Vasco,Unknown,977966
2022-01-21,ES-CE,ES63,Ceuta,Unknown,24541
2022-01-21,ES-ML,ES64,Melilla,Unknown,22397
