date,iso_code,nuts2,name,supplier,one_dose
2021-03-10,ES-GA,ES11,Galicia,Unknown,212140
2021-03-10,ES-RI,ES23,La Rioja,Unknown,26648
2021-03-10,ES-MD,ES30,Madrid,Unknown,510883
2021-03-10,ES-MC,ES62,Murcia,Unknown,99816
2021-03-10,ES-NC,ES22,Navarra,Unknown,49938
2021-03-10,ES-PV,ES21,País Vasco,Unknown,134677
2021-03-10,ES-CE,ES63,Ceuta,Unknown,5819
2021-03-10,ES-ML,ES64,Melilla,Unknown,4605
2021-03-11,ES-AN,ES61,Andalucía,Unknown,708257
2021-03-11,ES-AR,ES24,Aragón,Unknown,113123
2021-03-11,ES-AS,ES12,Asturias,Unknown,97623
2021-03-11,ES-IB,ES53,Islas Baleares,Unknown,68940
2021-03-11,ES-CN,ES70,Canarias,Unknown,135882
2021-03-11,ES-CB,ES13,Cantabria,Unknown,49913
2021-03-11,ES-CL,ES41,Castilla y León,Unknown,229954
2021-03-11,ES-CM,ES42,Castilla-La Mancha,Unknown,147915
2021-03-11,ES-CT,ES51,Cataluña,Unknown,617318
2021-03-11,ES-VC,ES52,Comunidad Valenciana,Unknown,318009
2021-03-11,ES-EX,ES43,Extremadura,Unknown,91524
2021-03-11,ES-GA,ES11,Galicia,Unknown,220214
2021-03-11,ES-RI,ES23,La Rioja,Unknown,28074
2021-03-11,ES-MD,ES30,Madrid,Unknown,534192
2021-03-11,ES-MC,ES62,Murcia,Unknown,104013
2021-03-11,ES-NC,ES22,Navarra,Unknown,50228
2021-03-11,ES-PV,ES21,País Vasco,Unknown,142802
2021-03-11,ES-CE,ES63,Ceuta,Unknown,6038
2021-03-11,ES-ML,ES64,Melilla,Unknown,4829
2021-03-12,ES-AN,ES61,Andalucía,Unknown,723715
2021-03-12,ES-AR,ES24,Aragón,Unknown,117803
2021-03-12,ES-AS,ES12,Asturias,Unknown,99506
2021-03-12,ES-IB,ES53,Islas Baleares,Unknown,72828
2021-03-12,ES-CN,ES70,Canarias,Unknown,140439
2021-03-12,ES-CB,ES13,Cantabria,Unknown,51176
2021-03-12,ES-CL,ES41,Castilla y León,Unknown,238443
2021-03-12,ES-CM,ES42,Castilla-La Mancha,Unknown,153025
2021-03-12,ES-CT,ES51,Cataluña,Unknown,629858
2021-03-12,ES-VC,ES52,Comunidad Valenciana,Unknown,322484
2021-03-12,ES-EX,ES43,Extremadura,Unknown,93901
2021-03-12,ES-GA,ES11,Galicia,Unknown,229491
2021-03-12,ES-RI,ES23,La Rioja,Unknown,29387
2021-03-12,ES-MD,ES30,Madrid,Unknown,553088
2021-03-12,ES-MC,ES62,Murcia,Unknown,109408
2021-03-12,ES-NC,ES22,Navarra,Unknown,50618
2021-03-12,ES-PV,ES21,País Vasco,Unknown,142802
2021-03-12,ES-CE,ES63,Ceuta,Unknown,6465
2021-03-12,ES-ML,ES64,Melilla,Unknown,5086
2021-03-15,ES-AN,ES61,Andalucía,Unknown,741867
2021-03-15,ES-AR,ES24,Aragón,Unknown,121920
2021-03-15,ES-AS,ES12,Asturias,Unknown,106986
2021-03-15,ES-IB,ES53,Islas Baleares,Unknown,77332
2021-03-15,ES-CN,ES70,Canarias,Unknown,151598
2021-03-15,ES-CB,ES13,Cantabria,Unknown,52736
2021-03-15,ES-CL,ES41,Castilla y León,Unknown,249260
2021-03-15,ES-CM,ES42,Castilla-La Mancha,Unknown,157212
2021-03-15,ES-CT,ES51,Cataluña,Unknown,645442
2021-03-15,ES-VC,ES52,Comunidad Valenciana,Unknown,327036
2021-03-15,ES-EX,ES43,Extremadura,Unknown,95795
2021-03-15,ES-GA,ES11,Galicia,Unknown,249194
2021-03-15,ES-RI,ES23,La Rioja,Unknown,32221
2021-03-15,ES-MD,ES30,Madrid,Unknown,583851
2021-03-15,ES-MC,ES62,Murcia,Unknown,119531
2021-03-15,ES-NC,ES22,Navarra,Unknown,57451
2021-03-15,ES-PV,ES21,País Vasco,Unknown,169953
2021-03-15,ES-CE,ES63,Ceuta,Unknown,6745
2021-03-15,ES-ML,ES64,Melilla,Unknown,5091
2021-03-16,ES-AN,ES61,Andalucía,Unknown,750223
2021-03-16,ES-AR,ES24,Aragón,Unknown,124105
2021-03-16,ES-AS,ES12,Asturias,Unknown,107729
2021-03-16,ES-IB,ES53,Islas Baleares,Unknown,79286
2021-03-16,ES-CN,ES70,Canarias,Unknown,153936
2021-03-16,ES-CB,ES13,Cantabria,Unknown,53386
2021-03-16,ES-CL,ES41,Castilla y León,Unknown,255339
2021-03-16,ES-CM,ES42,Castilla-La Mancha,Unknown,158971
2021-03-16,ES-CT,ES51,Cataluña,Unknown,653237
2021-03-16,ES-VC,ES52,Comunidad Valenciana,Unknown,332035
2021-03-16,ES-EX,ES43,Extremadura,Unknown,97195
2021-03-16,ES-GA,ES11,Galicia,Unknown,254762
2021-03-16,ES-RI,ES23,La Rioja,Unknown,32823
2021-03-16,ES-MD,ES30,Madrid,Unknown,593149
2021-03-16,ES-MC,ES62,Murcia,Unknown,122669
2021-03-16,ES-NC,ES22,Navarra,Unknown,58242
2021-03-16,ES-PV,ES21,País Vasco,Unknown,174537
2021-03-16,ES-CE,ES63,Ceuta,Unknown,6745
2021-03-16,ES-ML,ES64,Melilla,Unknown,5312
2021-03-17,ES-AN,ES61,Andalucía,Unknown,752784
2021-03-17,ES-AR,ES24,Aragón,Unknown,125435
2021-03-17,ES-AS,ES12,Asturias,Unknown,108244
2021-03-17,ES-IB,ES53,Islas Baleares,Unknown,81308
2021-03-17,ES-CN,ES70,Canarias,Unknown,154477
2021-03-17,ES-CB,ES13,Cantabria,Unknown,53508
2021-03-17,ES-CL,ES41,Castilla y León,Unknown,259547
2021-03-17,ES-CM,ES42,Castilla-La Mancha,Unknown,162707
2021-03-17,ES-CT,ES51,Cataluña,Unknown,654355
2021-03-17,ES-VC,ES52,Comunidad Valenciana,Unknown,332037
2021-03-17,ES-EX,ES43,Extremadura,Unknown,99273
2021-03-17,ES-GA,ES11,Galicia,Unknown,258232
2021-03-17,ES-RI,ES23,La Rioja,Unknown,33125
2021-03-17,ES-MD,ES30,Madrid,Unknown,599647
2021-03-17,ES-MC,ES62,Murcia,Unknown,126407
2021-03-17,ES-NC,ES22,Navarra,Unknown,58940
2021-03-17,ES-PV,ES21,País Vasco,Unknown,180385
2021-03-17,ES-CE,ES63,Ceuta,Unknown,6745
2021-03-17,ES-ML,ES64,Melilla,Unknown,5314
2021-03-18,ES-AN,ES61,Andalucía,Unknown,756690
2021-03-18,ES-AR,ES24,Aragón,Unknown,128014
2021-03-18,ES-AS,ES12,Asturias,Unknown,109031
2021-03-18,ES-IB,ES53,Islas Baleares,Unknown,84190
2021-03-18,ES-CN,ES70,Canarias,Unknown,155321
2021-03-18,ES-CB,ES13,Cantabria,Unknown,53728
2021-03-18,ES-CL,ES41,Castilla y León,Unknown,259547
2021-03-18,ES-CM,ES42,Castilla-La Mancha,Unknown,167894
2021-03-18,ES-CT,ES51,Cataluña,Unknown,654355
2021-03-18,ES-VC,ES52,Comunidad Valenciana,Unknown,353616
2021-03-18,ES-EX,ES43,Extremadura,Unknown,99273
2021-03-18,ES-GA,ES11,Galicia,Unknown,261826
2021-03-18,ES-RI,ES23,La Rioja,Unknown,33361
2021-03-18,ES-MD,ES30,Madrid,Unknown,604351
2021-03-18,ES-MC,ES62,Murcia,Unknown,126407
2021-03-18,ES-NC,ES22,Navarra,Unknown,61600
2021-03-18,ES-PV,ES21,País Vasco,Unknown,184927
2021-03-18,ES-CE,ES63,Ceuta,Unknown,6883
2021-03-18,ES-ML,ES64,Melilla,Unknown,5536
2021-03-22,ES-AN,ES61,Andalucía,Unknown,764854
2021-03-22,ES-AR,ES24,Aragón,Unknown,134470
2021-03-22,ES-AS,ES12,Asturias,Unknown,112817
2021-03-22,ES-IB,ES53,Islas Baleares,Unknown,88674
2021-03-22,ES-CN,ES70,Canarias,Unknown,158334
2021-03-22,ES-CB,ES13,Cantabria,Unknown,53907
2021-03-22,ES-CL,ES41,Castilla y León,Unknown,272537
2021-03-22,ES-CM,ES42,Castilla-La Mancha,Unknown,174252
2021-03-22,ES-CT,ES51,Cataluña,Unknown,664011
2021-03-22,ES-VC,ES52,Comunidad Valenciana,Unknown,361930
2021-03-22,ES-EX,ES43,Extremadura,Unknown,105273
2021-03-22,ES-GA,ES11,Galicia,Unknown,265416
2021-03-22,ES-RI,ES23,La Rioja,Unknown,33276
2021-03-22,ES-MD,ES30,Madrid,Unknown,615817
2021-03-22,ES-MC,ES62,Murcia,Unknown,133359
2021-03-22,ES-NC,ES22,Navarra,Unknown,68480
2021-03-22,ES-PV,ES21,País Vasco,Unknown,190354
2021-03-22,ES-CE,ES63,Ceuta,Unknown,6890
2021-03-22,ES-ML,ES64,Melilla,Unknown,6389
2021-03-23,ES-AN,ES61,Andalucía,Unknown,780214
2021-03-23,ES-AR,ES24,Aragón,Unknown,135033
2021-03-23,ES-AS,ES12,Asturias,Unknown,113232
2021-03-23,ES-IB,ES53,Islas Baleares,Unknown,88873
2021-03-23,ES-CN,ES70,Canarias,Unknown,159640
2021-03-23,ES-CB,ES13,Cantabria,Unknown,54512
2021-03-23,ES-CL,ES41,Castilla y León,Unknown,273895
2021-03-23,ES-CM,ES42,Castilla-La Mancha,Unknown,176896
2021-03-23,ES-CT,ES51,Cataluña,Unknown,665369
2021-03-23,ES-VC,ES52,Comunidad Valenciana,Unknown,367513
2021-03-23,ES-EX,ES43,Extremadura,Unknown,105888
2021-03-23,ES-GA,ES11,Galicia,Unknown,268589
2021-03-23,ES-RI,ES23,La Rioja,Unknown,33403
2021-03-23,ES-MD,ES30,Madrid,Unknown,611806
2021-03-23,ES-MC,ES62,Murcia,Unknown,133427
2021-03-23,ES-NC,ES22,Navarra,Unknown,68926
2021-03-23,ES-PV,ES21,País Vasco,Unknown,201942
2021-03-23,ES-CE,ES63,Ceuta,Unknown,6890
2021-03-23,ES-ML,ES64,Melilla,Unknown,6550
2021-03-24,ES-AN,ES61,Andalucía,Unknown,803007
2021-03-24,ES-AR,ES24,Aragón,Unknown,137063
2021-03-24,ES-AS,ES12,Asturias,Unknown,116687
2021-03-24,ES-IB,ES53,Islas Baleares,Unknown,89492
2021-03-24,ES-CN,ES70,Canarias,Unknown,161175
2021-03-24,ES-CB,ES13,Cantabria,Unknown,55143
2021-03-24,ES-CL,ES41,Castilla y León,Unknown,277564
2021-03-24,ES-CM,ES42,Castilla-La Mancha,Unknown,180263
2021-03-24,ES-CT,ES51,Cataluña,Unknown,670604
2021-03-24,ES-VC,ES52,Comunidad Valenciana,Unknown,375345
2021-03-24,ES-EX,ES43,Extremadura,Unknown,107156
2021-03-24,ES-GA,ES11,Galicia,Unknown,274962
2021-03-24,ES-RI,ES23,La Rioja,Unknown,33527
2021-03-24,ES-MD,ES30,Madrid,Unknown,620001
2021-03-24,ES-MC,ES62,Murcia,Unknown,135469
2021-03-24,ES-NC,ES22,Navarra,Unknown,70383
2021-03-24,ES-PV,ES21,País Vasco,Unknown,211322
2021-03-24,ES-CE,ES63,Ceuta,Unknown,6891
2021-03-24,ES-ML,ES64,Melilla,Unknown,6687
2021-03-25,ES-AN,ES61,Andalucía,Unknown,821673
2021-03-25,ES-AR,ES24,Aragón,Unknown,140950
2021-03-25,ES-AS,ES12,Asturias,Unknown,119962
2021-03-25,ES-IB,ES53,Islas Baleares,Unknown,94387
2021-03-25,ES-CN,ES70,Canarias,Unknown,163451
2021-03-25,ES-CB,ES13,Cantabria,Unknown,56970
2021-03-25,ES-CL,ES41,Castilla y León,Unknown,285978
2021-03-25,ES-CM,ES42,Castilla-La Mancha,Unknown,187027
2021-03-25,ES-CT,ES51,Cataluña,Unknown,683071
2021-03-25,ES-VC,ES52,Comunidad Valenciana,Unknown,384683
2021-03-25,ES-EX,ES43,Extremadura,Unknown,111163
2021-03-25,ES-GA,ES11,Galicia,Unknown,282448
2021-03-25,ES-RI,ES23,La Rioja,Unknown,35403
2021-03-25,ES-MD,ES30,Madrid,Unknown,628662
2021-03-25,ES-MC,ES62,Murcia,Unknown,135837
2021-03-25,ES-NC,ES22,Navarra,Unknown,71331
2021-03-25,ES-PV,ES21,País Vasco,Unknown,219436
2021-03-25,ES-CE,ES63,Ceuta,Unknown,6915
2021-03-25,ES-ML,ES64,Melilla,Unknown,7068
2021-03-29,ES-AN,ES61,Andalucía,Unknown,873193
2021-03-29,ES-AR,ES24,Aragón,Unknown,150944
2021-03-29,ES-AS,ES12,Asturias,Unknown,131240
2021-03-29,ES-IB,ES53,Islas Baleares,Unknown,106689
2021-03-29,ES-CN,ES70,Canarias,Unknown,185573
2021-03-29,ES-CB,ES13,Cantabria,Unknown,64036
2021-03-29,ES-CL,ES41,Castilla y León,Unknown,319336
2021-03-29,ES-CM,ES42,Castilla-La Mancha,Unknown,217373
2021-03-29,ES-CT,ES51,Cataluña,Unknown,780641
2021-03-29,ES-VC,ES52,Comunidad Valenciana,Unknown,489567
2021-03-29,ES-EX,ES43,Extremadura,Unknown,131160
2021-03-29,ES-GA,ES11,Galicia,Unknown,303141
2021-03-29,ES-RI,ES23,La Rioja,Unknown,40241
2021-03-29,ES-MD,ES30,Madrid,Unknown,669666
2021-03-29,ES-MC,ES62,Murcia,Unknown,140269
2021-03-29,ES-NC,ES22,Navarra,Unknown,77003
2021-03-29,ES-PV,ES21,País Vasco,Unknown,254265
2021-03-29,ES-CE,ES63,Ceuta,Unknown,7542
2021-03-29,ES-ML,ES64,Melilla,Unknown,7667
2021-03-30,ES-AN,ES61,Andalucía,Unknown,895971
2021-03-30,ES-AR,ES24,Aragón,Unknown,155124
2021-03-30,ES-AS,ES12,Asturias,Unknown,133444
2021-03-30,ES-IB,ES53,Islas Baleares,Unknown,110007
2021-03-30,ES-CN,ES70,Canarias,Unknown,191673
2021-03-30,ES-CB,ES13,Cantabria,Unknown,66629
2021-03-30,ES-CL,ES41,Castilla y León,Unknown,319374
2021-03-30,ES-CM,ES42,Castilla-La Mancha,Unknown,223029
2021-03-30,ES-CT,ES51,Cataluña,Unknown,805710
2021-03-30,ES-VC,ES52,Comunidad Valenciana,Unknown,495997
2021-03-30,ES-EX,ES43,Extremadura,Unknown,135939
2021-03-30,ES-GA,ES11,Galicia,Unknown,314208
2021-03-30,ES-RI,ES23,La Rioja,Unknown,41205
2021-03-30,ES-MD,ES30,Madrid,Unknown,683202
2021-03-30,ES-MC,ES62,Murcia,Unknown,143843
2021-03-30,ES-NC,ES22,Navarra,Unknown,78460
2021-03-30,ES-PV,ES21,País Vasco,Unknown,260083
2021-03-30,ES-CE,ES63,Ceuta,Unknown,7542
2021-03-30,ES-ML,ES64,Melilla,Unknown,7878
2021-03-31,ES-AN,ES61,Andalucía,Unknown,933984
2021-03-31,ES-AR,ES24,Aragón,Unknown,161061
2021-03-31,ES-AS,ES12,Asturias,Unknown,138822
2021-03-31,ES-IB,ES53,Islas Baleares,Unknown,115375
2021-03-31,ES-CN,ES70,Canarias,Unknown,199517
2021-03-31,ES-CB,ES13,Cantabria,Unknown,70024
2021-03-31,ES-CL,ES41,Castilla y León,Unknown,336070
2021-03-31,ES-CM,ES42,Castilla-La Mancha,Unknown,233231
2021-03-31,ES-CT,ES51,Cataluña,Unknown,853901
2021-03-31,ES-VC,ES52,Comunidad Valenciana,Unknown,516703
2021-03-31,ES-EX,ES43,Extremadura,Unknown,144858
2021-03-31,ES-GA,ES11,Galicia,Unknown,323922
2021-03-31,ES-RI,ES23,La Rioja,Unknown,42450
2021-03-31,ES-MD,ES30,Madrid,Unknown,698382
2021-03-31,ES-MC,ES62,Murcia,Unknown,151569
2021-03-31,ES-NC,ES22,Navarra,Unknown,80540
2021-03-31,ES-PV,ES21,País Vasco,Unknown,265437
2021-03-31,ES-CE,ES63,Ceuta,Unknown,7625
2021-03-31,ES-ML,ES64,Melilla,Unknown,7990
2021-04-01,ES-AN,ES61,Andalucía,Unknown,969236
2021-04-01,ES-AR,ES24,Aragón,Unknown,165275
2021-04-01,ES-AS,ES12,Asturias,Unknown,144887
2021-04-01,ES-IB,ES53,Islas Baleares,Unknown,115375
2021-04-01,ES-CN,ES70,Canarias,Unknown,206574
2021-04-01,ES-CB,ES13,Cantabria,Unknown,70024
2021-04-01,ES-CL,ES41,Castilla y León,Unknown,346890
2021-04-01,ES-CM,ES42,Castilla-La Mancha,Unknown,233231
2021-04-01,ES-CT,ES51,Cataluña,Unknown,921548
2021-04-01,ES-VC,ES52,Comunidad Valenciana,Unknown,564393
2021-04-01,ES-EX,ES43,Extremadura,Unknown,154867
2021-04-01,ES-GA,ES11,Galicia,Unknown,336473
2021-04-01,ES-RI,ES23,La Rioja,Unknown,43906
2021-04-01,ES-MD,ES30,Madrid,Unknown,716083
2021-04-01,ES-MC,ES62,Murcia,Unknown,158467
2021-04-01,ES-NC,ES22,Navarra,Unknown,81751
2021-04-01,ES-PV,ES21,País Vasco,Unknown,265437
2021-04-01,ES-CE,ES63,Ceuta,Unknown,7625
2021-04-01,ES-ML,ES64,Melilla,Unknown,7990
2021-04-03,ES-AN,ES61,Andalucía,Unknown,981657
2021-04-03,ES-AR,ES24,Aragón,Unknown,168827
2021-04-03,ES-AS,ES12,Asturias,Unknown,150398
2021-04-03,ES-IB,ES53,Islas Baleares,Unknown,123781
2021-04-03,ES-CN,ES70,Canarias,Unknown,209451
2021-04-03,ES-CB,ES13,Cantabria,Unknown,75521
2021-04-03,ES-CL,ES41,Castilla y León,Unknown,354331
2021-04-03,ES-CM,ES42,Castilla-La Mancha,Unknown,251380
2021-04-03,ES-CT,ES51,Cataluña,Unknown,921548
2021-04-03,ES-VC,ES52,Comunidad Valenciana,Unknown,602310
2021-04-03,ES-EX,ES43,Extremadura,Unknown,157053
2021-04-03,ES-GA,ES11,Galicia,Unknown,353576
2021-04-03,ES-RI,ES23,La Rioja,Unknown,43927
2021-04-03,ES-MD,ES30,Madrid,Unknown,748559
2021-04-03,ES-MC,ES62,Murcia,Unknown,165927
2021-04-03,ES-NC,ES22,Navarra,Unknown,81751
2021-04-03,ES-PV,ES21,País Vasco,Unknown,265437
2021-04-03,ES-CE,ES63,Ceuta,Unknown,7625
2021-04-03,ES-ML,ES64,Melilla,Unknown,7990
2021-04-05,ES-AN,ES61,Andalucía,Unknown,994982
2021-04-05,ES-AR,ES24,Aragón,Unknown,168837
2021-04-05,ES-AS,ES12,Asturias,Unknown,157338
2021-04-05,ES-IB,ES53,Islas Baleares,Unknown,125954
2021-04-05,ES-CN,ES70,Canarias,Unknown,214668
2021-04-05,ES-CB,ES13,Cantabria,Unknown,75937
2021-04-05,ES-CL,ES41,Castilla y León,Unknown,364436
2021-04-05,ES-CM,ES42,Castilla-La Mancha,Unknown,260598
2021-04-05,ES-CT,ES51,Cataluña,Unknown,1001447
2021-04-05,ES-VC,ES52,Comunidad Valenciana,Unknown,607826
2021-04-05,ES-EX,ES43,Extremadura,Unknown,159657
2021-04-05,ES-GA,ES11,Galicia,Unknown,369551
2021-04-05,ES-RI,ES23,La Rioja,Unknown,43927
2021-04-05,ES-MD,ES30,Madrid,Unknown,767001
2021-04-05,ES-MC,ES62,Murcia,Unknown,168541
2021-04-05,ES-NC,ES22,Navarra,Unknown,81751
2021-04-05,ES-PV,ES21,País Vasco,Unknown,265437
2021-04-05,ES-CE,ES63,Ceuta,Unknown,8983
2021-04-05,ES-ML,ES64,Melilla,Unknown,8771
2021-04-06,ES-AN,ES61,Andalucía,Unknown,1032500
2021-04-06,ES-AR,ES24,Aragón,Unknown,173380
2021-04-06,ES-AS,ES12,Asturias,Unknown,162021
2021-04-06,ES-IB,ES53,Islas Baleares,Unknown,127067
2021-04-06,ES-CN,ES70,Canarias,Unknown,219461
2021-04-06,ES-CB,ES13,Cantabria,Unknown,77246
2021-04-06,ES-CL,ES41,Castilla y León,Unknown,376470
2021-04-06,ES-CM,ES42,Castilla-La Mancha,Unknown,273489
2021-04-06,ES-CT,ES51,Cataluña,Unknown,1016739
2021-04-06,ES-VC,ES52,Comunidad Valenciana,Unknown,607889
2021-04-06,ES-EX,ES43,Extremadura,Unknown,166278
2021-04-06,ES-GA,ES11,Galicia,Unknown,382942
2021-04-06,ES-RI,ES23,La Rioja,Unknown,45150
2021-04-06,ES-MD,ES30,Madrid,Unknown,801090
2021-04-06,ES-MC,ES62,Murcia,Unknown,171837
2021-04-06,ES-NC,ES22,Navarra,Unknown,91025
2021-04-06,ES-PV,ES21,País Vasco,Unknown,325432
2021-04-06,ES-CE,ES63,Ceuta,Unknown,10178
2021-04-06,ES-ML,ES64,Melilla,Unknown,9093
2021-04-07,ES-AN,ES61,Andalucía,Unknown,1093523
2021-04-07,ES-AR,ES24,Aragón,Unknown,178668
2021-04-07,ES-AS,ES12,Asturias,Unknown,169720
2021-04-07,ES-IB,ES53,Islas Baleares,Unknown,130499
2021-04-07,ES-CN,ES70,Canarias,Unknown,229083
2021-04-07,ES-CB,ES13,Cantabria,Unknown,82329
2021-04-07,ES-CL,ES41,Castilla y León,Unknown,390292
2021-04-07,ES-CM,ES42,Castilla-La Mancha,Unknown,284704
2021-04-07,ES-CT,ES51,Cataluña,Unknown,1062206
2021-04-07,ES-VC,ES52,Comunidad Valenciana,Unknown,663216
2021-04-07,ES-EX,ES43,Extremadura,Unknown,174704
2021-04-07,ES-GA,ES11,Galicia,Unknown,408648
2021-04-07,ES-RI,ES23,La Rioja,Unknown,47525
2021-04-07,ES-MD,ES30,Madrid,Unknown,831687
2021-04-07,ES-MC,ES62,Murcia,Unknown,173403
2021-04-07,ES-NC,ES22,Navarra,Unknown,93293
2021-04-07,ES-PV,ES21,País Vasco,Unknown,329676
2021-04-07,ES-CE,ES63,Ceuta,Unknown,10719
2021-04-07,ES-ML,ES64,Melilla,Unknown,9092
2021-04-08,ES-AN,ES61,Andalucía,Unknown,1167951
2021-04-08,ES-AR,ES24,Aragón,Unknown,190792
2021-04-08,ES-AS,ES12,Asturias,Unknown,177895
2021-04-08,ES-IB,ES53,Islas Baleares,Unknown,137310
2021-04-08,ES-CN,ES70,Canarias,Unknown,242373
2021-04-08,ES-CB,ES13,Cantabria,Unknown,83577
2021-04-08,ES-CL,ES41,Castilla y León,Unknown,404270
2021-04-08,ES-CM,ES42,Castilla-La Mancha,Unknown,298755
2021-04-08,ES-CT,ES51,Cataluña,Unknown,1144075
2021-04-08,ES-VC,ES52,Comunidad Valenciana,Unknown,713678
2021-04-08,ES-EX,ES43,Extremadura,Unknown,185400
2021-04-08,ES-GA,ES11,Galicia,Unknown,441900
2021-04-08,ES-RI,ES23,La Rioja,Unknown,48895
2021-04-08,ES-MD,ES30,Madrid,Unknown,868436
2021-04-08,ES-MC,ES62,Murcia,Unknown,175605
2021-04-08,ES-NC,ES22,Navarra,Unknown,95628
2021-04-08,ES-PV,ES21,País Vasco,Unknown,336044
2021-04-08,ES-CE,ES63,Ceuta,Unknown,11493
2021-04-08,ES-ML,ES64,Melilla,Unknown,9960
2021-04-09,ES-AN,ES61,Andalucía,Unknown,1240802
2021-04-09,ES-AR,ES24,Aragón,Unknown,201701
2021-04-09,ES-AS,ES12,Asturias,Unknown,187055
2021-04-09,ES-IB,ES53,Islas Baleares,Unknown,144703
2021-04-09,ES-CN,ES70,Canarias,Unknown,253620
2021-04-09,ES-CB,ES13,Cantabria,Unknown,88364
2021-04-09,ES-CL,ES41,Castilla y León,Unknown,427344
2021-04-09,ES-CM,ES42,Castilla-La Mancha,Unknown,313551
2021-04-09,ES-CT,ES51,Cataluña,Unknown,1212526
2021-04-09,ES-VC,ES52,Comunidad Valenciana,Unknown,751737
2021-04-09,ES-EX,ES43,Extremadura,Unknown,199303
2021-04-09,ES-GA,ES11,Galicia,Unknown,472331
2021-04-09,ES-RI,ES23,La Rioja,Unknown,54223
2021-04-09,ES-MD,ES30,Madrid,Unknown,901498
2021-04-09,ES-MC,ES62,Murcia,Unknown,179527
2021-04-09,ES-NC,ES22,Navarra,Unknown,99703
2021-04-09,ES-PV,ES21,País Vasco,Unknown,349334
2021-04-09,ES-CE,ES63,Ceuta,Unknown,11836
2021-04-09,ES-ML,ES64,Melilla,Unknown,10143
2021-04-12,ES-AN,ES61,Andalucía,Unknown,1325036
2021-04-12,ES-AR,ES24,Aragón,Unknown,210392
2021-04-12,ES-AS,ES12,Asturias,Unknown,204454
2021-04-12,ES-IB,ES53,Islas Baleares,Unknown,161442
2021-04-12,ES-CN,ES70,Canarias,Unknown,272256
2021-04-12,ES-CB,ES13,Cantabria,Unknown,95615
2021-04-12,ES-CL,ES41,Castilla y León,Unknown,461886
2021-04-12,ES-CM,ES42,Castilla-La Mancha,Unknown,331109
2021-04-12,ES-CT,ES51,Cataluña,Unknown,1275968
2021-04-12,ES-VC,ES52,Comunidad Valenciana,Unknown,751735
2021-04-12,ES-EX,ES43,Extremadura,Unknown,212791
2021-04-12,ES-GA,ES11,Galicia,Unknown,546630
2021-04-12,ES-RI,ES23,La Rioja,Unknown,57216
2021-04-12,ES-MD,ES30,Madrid,Unknown,987950
2021-04-12,ES-MC,ES62,Murcia,Unknown,186207
2021-04-12,ES-NC,ES22,Navarra,Unknown,109410
2021-04-12,ES-PV,ES21,País Vasco,Unknown,400896
2021-04-12,ES-CE,ES63,Ceuta,Unknown,12157
2021-04-12,ES-ML,ES64,Melilla,Unknown,10259
2021-04-13,ES-AN,ES61,Andalucía,Unknown,1366451
2021-04-13,ES-AR,ES24,Aragón,Unknown,218871
2021-04-13,ES-AS,ES12,Asturias,Unknown,211246
2021-04-13,ES-IB,ES53,Islas Baleares,Unknown,169280
2021-04-13,ES-CN,ES70,Canarias,Unknown,286114
2021-04-13,ES-CB,ES13,Cantabria,Unknown,97143
2021-04-13,ES-CL,ES41,Castilla y León,Unknown,475792
2021-04-13,ES-CM,ES42,Castilla-La Mancha,Unknown,335311
2021-04-13,ES-CT,ES51,Cataluña,Unknown,1329424
2021-04-13,ES-VC,ES52,Comunidad Valenciana,Unknown,794429
2021-04-13,ES-EX,ES43,Extremadura,Unknown,216336
2021-04-13,ES-GA,ES11,Galicia,Unknown,552449
2021-04-13,ES-RI,ES23,La Rioja,Unknown,59481
2021-04-13,ES-MD,ES30,Madrid,Unknown,1033686
2021-04-13,ES-MC,ES62,Murcia,Unknown,187800
2021-04-13,ES-NC,ES22,Navarra,Unknown,112296
2021-04-13,ES-PV,ES21,País Vasco,Unknown,404891
2021-04-13,ES-CE,ES63,Ceuta,Unknown,12566
2021-04-13,ES-ML,ES64,Melilla,Unknown,10492
2021-04-14,ES-AN,ES61,Andalucía,Unknown,1419209
2021-04-14,ES-AR,ES24,Aragón,Unknown,228547
2021-04-14,ES-AS,ES12,Asturias,Unknown,216006
2021-04-14,ES-IB,ES53,Islas Baleares,Unknown,175460
2021-04-14,ES-CN,ES70,Canarias,Unknown,302770
2021-04-14,ES-CB,ES13,Cantabria,Unknown,101801
2021-04-14,ES-CL,ES41,Castilla y León,Unknown,492310
2021-04-14,ES-CM,ES42,Castilla-La Mancha,Unknown,344341
2021-04-14,ES-CT,ES51,Cataluña,Unknown,1381065
2021-04-14,ES-VC,ES52,Comunidad Valenciana,Unknown,835363
2021-04-14,ES-EX,ES43,Extremadura,Unknown,223577
2021-04-14,ES-GA,ES11,Galicia,Unknown,580171
2021-04-14,ES-RI,ES23,La Rioja,Unknown,61693
2021-04-14,ES-MD,ES30,Madrid,Unknown,1078313
2021-04-14,ES-MC,ES62,Murcia,Unknown,193716
2021-04-14,ES-NC,ES22,Navarra,Unknown,116810
2021-04-14,ES-PV,ES21,País Vasco,Unknown,412035
2021-04-14,ES-CE,ES63,Ceuta,Unknown,13058
2021-04-14,ES-ML,ES64,Melilla,Unknown,10849
2021-04-15,ES-AN,ES61,Andalucía,Unknown,1481837
