date,iso_code,nuts2,name,supplier,one_dose
2021-02-05,ES-AS,ES12,Asturias,Unknown,39886
2021-02-05,ES-IB,ES53,Islas Baleares,Unknown,21574
2021-02-05,ES-CN,ES70,Canarias,Unknown,55790
2021-02-05,ES-CB,ES13,Cantabria,Unknown,21058
2021-02-05,ES-CL,ES41,Castilla y León,Unknown,94343
2021-02-05,ES-CM,ES42,Castilla-La Mancha,Unknown,71688
2021-02-05,ES-CT,ES51,Cataluña,Unknown,200818
2021-02-05,ES-VC,ES52,Comunidad Valenciana,Unknown,106648
2021-02-05,ES-EX,ES43,Extremadura,Unknown,40290
2021-02-05,ES-GA,ES11,Galicia,Unknown,59227
2021-02-05,ES-RI,ES23,La Rioja,Unknown,10101
2021-02-05,ES-MD,ES30,Madrid,Unknown,178669
2021-02-05,ES-MC,ES62,Murcia,Unknown,51971
2021-02-05,ES-NC,ES22,Navarra,Unknown,22430
2021-02-05,ES-PV,ES21,País Vasco,Unknown,47247
2021-02-05,ES-CE,ES63,Ceuta,Unknown,1235
2021-02-05,ES-ML,ES64,Melilla,Unknown,1319
2021-02-08,ES-AN,ES61,Andalucía,Unknown,235391
2021-02-08,ES-AR,ES24,Aragón,Unknown,50270
2021-02-08,ES-AS,ES12,Asturias,Unknown,40317
2021-02-08,ES-IB,ES53,Islas Baleares,Unknown,22253
2021-02-08,ES-CN,ES70,Canarias,Unknown,56172
2021-02-08,ES-CB,ES13,Cantabria,Unknown,21788
2021-02-08,ES-CL,ES41,Castilla y León,Unknown,98092
2021-02-08,ES-CM,ES42,Castilla-La Mancha,Unknown,72859
2021-02-08,ES-CT,ES51,Cataluña,Unknown,196480
2021-02-08,ES-VC,ES52,Comunidad Valenciana,Unknown,107731
2021-02-08,ES-EX,ES43,Extremadura,Unknown,41401
2021-02-08,ES-GA,ES11,Galicia,Unknown,59572
2021-02-08,ES-RI,ES23,La Rioja,Unknown,10242
2021-02-08,ES-MD,ES30,Madrid,Unknown,180186
2021-02-08,ES-MC,ES62,Murcia,Unknown,51480
2021-02-08,ES-NC,ES22,Navarra,Unknown,22834
2021-02-08,ES-PV,ES21,País Vasco,Unknown,48977
2021-02-08,ES-CE,ES63,Ceuta,Unknown,1254
2021-02-08,ES-ML,ES64,Melilla,Unknown,1327
2021-02-09,ES-AN,ES61,Andalucía,Unknown,238500
2021-02-09,ES-AR,ES24,Aragón,Unknown,50364
2021-02-09,ES-AS,ES12,Asturias,Unknown,40843
2021-02-09,ES-IB,ES53,Islas Baleares,Unknown,22583
2021-02-09,ES-CN,ES70,Canarias,Unknown,56203
2021-02-09,ES-CB,ES13,Cantabria,Unknown,21877
2021-02-09,ES-CL,ES41,Castilla y León,Unknown,97213
2021-02-09,ES-CM,ES42,Castilla-La Mancha,Unknown,73439
2021-02-09,ES-CT,ES51,Cataluña,Unknown,199138
2021-02-09,ES-VC,ES52,Comunidad Valenciana,Unknown,109136
2021-02-09,ES-EX,ES43,Extremadura,Unknown,41881
2021-02-09,ES-GA,ES11,Galicia,Unknown,59607
2021-02-09,ES-RI,ES23,La Rioja,Unknown,10547
2021-02-09,ES-MD,ES30,Madrid,Unknown,180486
2021-02-09,ES-MC,ES62,Murcia,Unknown,51658
2021-02-09,ES-NC,ES22,Navarra,Unknown,23076
2021-02-09,ES-PV,ES21,País Vasco,Unknown,49335
2021-02-09,ES-CE,ES63,Ceuta,Unknown,1254
2021-02-09,ES-ML,ES64,Melilla,Unknown,1319
2021-02-10,ES-AN,ES61,Andalucía,Unknown,241745
2021-02-10,ES-AR,ES24,Aragón,Unknown,50868
2021-02-10,ES-AS,ES12,Asturias,Unknown,42822
2021-02-10,ES-IB,ES53,Islas Baleares,Unknown,23121
2021-02-10,ES-CN,ES70,Canarias,Unknown,56500
2021-02-10,ES-CB,ES13,Cantabria,Unknown,21927
2021-02-10,ES-CL,ES41,Castilla y León,Unknown,98685
2021-02-10,ES-CM,ES42,Castilla-La Mancha,Unknown,74105
2021-02-10,ES-CT,ES51,Cataluña,Unknown,202329
2021-02-10,ES-VC,ES52,Comunidad Valenciana,Unknown,112461
2021-02-10,ES-EX,ES43,Extremadura,Unknown,42544
2021-02-10,ES-GA,ES11,Galicia,Unknown,59858
2021-02-10,ES-RI,ES23,La Rioja,Unknown,10973
2021-02-10,ES-MD,ES30,Madrid,Unknown,179080
2021-02-10,ES-MC,ES62,Murcia,Unknown,51189
2021-02-10,ES-NC,ES22,Navarra,Unknown,23391
2021-02-10,ES-PV,ES21,País Vasco,Unknown,49335
2021-02-10,ES-CE,ES63,Ceuta,Unknown,1314
2021-02-10,ES-ML,ES64,Melilla,Unknown,1319
2021-02-11,ES-AN,ES61,Andalucía,Unknown,246928
2021-02-11,ES-AR,ES24,Aragón,Unknown,51501
2021-02-11,ES-AS,ES12,Asturias,Unknown,44462
2021-02-11,ES-IB,ES53,Islas Baleares,Unknown,23393
2021-02-11,ES-CN,ES70,Canarias,Unknown,56500
2021-02-11,ES-CB,ES13,Cantabria,Unknown,21958
2021-02-11,ES-CL,ES41,Castilla y León,Unknown,100242
2021-02-11,ES-CM,ES42,Castilla-La Mancha,Unknown,75446
2021-02-11,ES-CT,ES51,Cataluña,Unknown,211796
2021-02-11,ES-VC,ES52,Comunidad Valenciana,Unknown,117482
2021-02-11,ES-EX,ES43,Extremadura,Unknown,43663
2021-02-11,ES-GA,ES11,Galicia,Unknown,62701
2021-02-11,ES-RI,ES23,La Rioja,Unknown,11299
2021-02-11,ES-MD,ES30,Madrid,Unknown,179477
2021-02-11,ES-MC,ES62,Murcia,Unknown,51749
2021-02-11,ES-NC,ES22,Navarra,Unknown,24013
2021-02-11,ES-PV,ES21,País Vasco,Unknown,51562
2021-02-11,ES-CE,ES63,Ceuta,Unknown,1596
2021-02-11,ES-ML,ES64,Melilla,Unknown,1461
2021-02-12,ES-AN,ES61,Andalucía,Unknown,254911
2021-02-12,ES-AR,ES24,Aragón,Unknown,52638
2021-02-12,ES-AS,ES12,Asturias,Unknown,45500
2021-02-12,ES-IB,ES53,Islas Baleares,Unknown,23941
2021-02-12,ES-CN,ES70,Canarias,Unknown,58537
2021-02-12,ES-CB,ES13,Cantabria,Unknown,22229
2021-02-12,ES-CL,ES41,Castilla y León,Unknown,103398
2021-02-12,ES-CM,ES42,Castilla-La Mancha,Unknown,75981
2021-02-12,ES-CT,ES51,Cataluña,Unknown,224428
2021-02-12,ES-VC,ES52,Comunidad Valenciana,Unknown,121577
2021-02-12,ES-EX,ES43,Extremadura,Unknown,45102
2021-02-12,ES-GA,ES11,Galicia,Unknown,69546
2021-02-12,ES-RI,ES23,La Rioja,Unknown,11603
2021-02-12,ES-MD,ES30,Madrid,Unknown,179591
2021-02-12,ES-MC,ES62,Murcia,Unknown,51862
2021-02-12,ES-NC,ES22,Navarra,Unknown,24660
2021-02-12,ES-PV,ES21,País Vasco,Unknown,53758
2021-02-12,ES-CE,ES63,Ceuta,Unknown,1734
2021-02-12,ES-ML,ES64,Melilla,Unknown,1564
2021-02-15,ES-AN,ES61,Andalucía,Unknown,266151
2021-02-15,ES-AR,ES24,Aragón,Unknown,54364
2021-02-15,ES-AS,ES12,Asturias,Unknown,47018
2021-02-15,ES-IB,ES53,Islas Baleares,Unknown,25209
2021-02-15,ES-CN,ES70,Canarias,Unknown,61335
2021-02-15,ES-CB,ES13,Cantabria,Unknown,23578
2021-02-15,ES-CL,ES41,Castilla y León,Unknown,108127
2021-02-15,ES-CM,ES42,Castilla-La Mancha,Unknown,76573
2021-02-15,ES-CT,ES51,Cataluña,Unknown,240739
2021-02-15,ES-VC,ES52,Comunidad Valenciana,Unknown,125567
2021-02-15,ES-EX,ES43,Extremadura,Unknown,46922
2021-02-15,ES-GA,ES11,Galicia,Unknown,79175
2021-02-15,ES-RI,ES23,La Rioja,Unknown,12646
2021-02-15,ES-MD,ES30,Madrid,Unknown,185637
2021-02-15,ES-MC,ES62,Murcia,Unknown,52925
2021-02-15,ES-NC,ES22,Navarra,Unknown,24951
2021-02-15,ES-PV,ES21,País Vasco,Unknown,56304
2021-02-15,ES-CE,ES63,Ceuta,Unknown,2558
2021-02-15,ES-ML,ES64,Melilla,Unknown,1738
2021-02-16,ES-AN,ES61,Andalucía,Unknown,274506
2021-02-16,ES-AR,ES24,Aragón,Unknown,55884
2021-02-16,ES-AS,ES12,Asturias,Unknown,47801
2021-02-16,ES-IB,ES53,Islas Baleares,Unknown,25548
2021-02-16,ES-CN,ES70,Canarias,Unknown,62627
2021-02-16,ES-CB,ES13,Cantabria,Unknown,24214
2021-02-16,ES-CL,ES41,Castilla y León,Unknown,110290
2021-02-16,ES-CM,ES42,Castilla-La Mancha,Unknown,76946
2021-02-16,ES-CT,ES51,Cataluña,Unknown,250061
2021-02-16,ES-VC,ES52,Comunidad Valenciana,Unknown,129001
2021-02-16,ES-EX,ES43,Extremadura,Unknown,47691
2021-02-16,ES-GA,ES11,Galicia,Unknown,80273
2021-02-16,ES-RI,ES23,La Rioja,Unknown,13153
2021-02-16,ES-MD,ES30,Madrid,Unknown,189726
2021-02-16,ES-MC,ES62,Murcia,Unknown,53557
2021-02-16,ES-NC,ES22,Navarra,Unknown,25173
2021-02-16,ES-PV,ES21,País Vasco,Unknown,56531
2021-02-16,ES-CE,ES63,Ceuta,Unknown,2790
2021-02-16,ES-ML,ES64,Melilla,Unknown,1818
2021-02-17,ES-AN,ES61,Andalucía,Unknown,287359
2021-02-17,ES-AR,ES24,Aragón,Unknown,57313
2021-02-17,ES-AS,ES12,Asturias,Unknown,48560
2021-02-17,ES-IB,ES53,Islas Baleares,Unknown,25987
2021-02-17,ES-CN,ES70,Canarias,Unknown,63812
2021-02-17,ES-CB,ES13,Cantabria,Unknown,24851
2021-02-17,ES-CL,ES41,Castilla y León,Unknown,114774
2021-02-17,ES-CM,ES42,Castilla-La Mancha,Unknown,77275
2021-02-17,ES-CT,ES51,Cataluña,Unknown,259271
2021-02-17,ES-VC,ES52,Comunidad Valenciana,Unknown,132140
2021-02-17,ES-EX,ES43,Extremadura,Unknown,48671
2021-02-17,ES-GA,ES11,Galicia,Unknown,81204
2021-02-17,ES-RI,ES23,La Rioja,Unknown,13503
2021-02-17,ES-MD,ES30,Madrid,Unknown,194056
2021-02-17,ES-MC,ES62,Murcia,Unknown,53826
2021-02-17,ES-NC,ES22,Navarra,Unknown,25619
2021-02-17,ES-PV,ES21,País Vasco,Unknown,57866
2021-02-17,ES-CE,ES63,Ceuta,Unknown,3142
2021-02-17,ES-ML,ES64,Melilla,Unknown,2048
2021-02-18,ES-AN,ES61,Andalucía,Unknown,304342
2021-02-18,ES-AR,ES24,Aragón,Unknown,61011
2021-02-18,ES-AS,ES12,Asturias,Unknown,50207
2021-02-18,ES-IB,ES53,Islas Baleares,Unknown,26918
2021-02-18,ES-CN,ES70,Canarias,Unknown,65098
2021-02-18,ES-CB,ES13,Cantabria,Unknown,25582
2021-02-18,ES-CL,ES41,Castilla y León,Unknown,119270
2021-02-18,ES-CM,ES42,Castilla-La Mancha,Unknown,79103
2021-02-18,ES-CT,ES51,Cataluña,Unknown,272752
2021-02-18,ES-VC,ES52,Comunidad Valenciana,Unknown,137104
2021-02-18,ES-EX,ES43,Extremadura,Unknown,50076
2021-02-18,ES-GA,ES11,Galicia,Unknown,85313
2021-02-18,ES-RI,ES23,La Rioja,Unknown,13937
2021-02-18,ES-MD,ES30,Madrid,Unknown,200616
2021-02-18,ES-MC,ES62,Murcia,Unknown,54660
2021-02-18,ES-NC,ES22,Navarra,Unknown,26193
2021-02-18,ES-PV,ES21,País Vasco,Unknown,60449
2021-02-18,ES-CE,ES63,Ceuta,Unknown,3415
2021-02-18,ES-ML,ES64,Melilla,Unknown,2149
2021-02-19,ES-AN,ES61,Andalucía,Unknown,353082
2021-02-19,ES-AR,ES24,Aragón,Unknown,64200
2021-02-19,ES-AS,ES12,Asturias,Unknown,53731
2021-02-19,ES-IB,ES53,Islas Baleares,Unknown,30422
2021-02-19,ES-CN,ES70,Canarias,Unknown,66783
2021-02-19,ES-CB,ES13,Cantabria,Unknown,26459
2021-02-19,ES-CL,ES41,Castilla y León,Unknown,124855
2021-02-19,ES-CM,ES42,Castilla-La Mancha,Unknown,80295
2021-02-19,ES-CT,ES51,Cataluña,Unknown,289283
2021-02-19,ES-VC,ES52,Comunidad Valenciana,Unknown,157118
2021-02-19,ES-EX,ES43,Extremadura,Unknown,52582
2021-02-19,ES-GA,ES11,Galicia,Unknown,92282
2021-02-19,ES-RI,ES23,La Rioja,Unknown,14501
2021-02-19,ES-MD,ES30,Madrid,Unknown,206300
2021-02-19,ES-MC,ES62,Murcia,Unknown,56622
2021-02-19,ES-NC,ES22,Navarra,Unknown,26919
2021-02-19,ES-PV,ES21,País Vasco,Unknown,63472
2021-02-19,ES-CE,ES63,Ceuta,Unknown,3609
2021-02-19,ES-ML,ES64,Melilla,Unknown,2470
2021-02-22,ES-AN,ES61,Andalucía,Unknown,392482
2021-02-22,ES-AR,ES24,Aragón,Unknown,66458
2021-02-22,ES-AS,ES12,Asturias,Unknown,58680
2021-02-22,ES-IB,ES53,Islas Baleares,Unknown,32172
2021-02-22,ES-CN,ES70,Canarias,Unknown,69674
2021-02-22,ES-CB,ES13,Cantabria,Unknown,28213
2021-02-22,ES-CL,ES41,Castilla y León,Unknown,132644
2021-02-22,ES-CM,ES42,Castilla-La Mancha,Unknown,81732
2021-02-22,ES-CT,ES51,Cataluña,Unknown,310315
2021-02-22,ES-VC,ES52,Comunidad Valenciana,Unknown,171401
2021-02-22,ES-EX,ES43,Extremadura,Unknown,54953
2021-02-22,ES-GA,ES11,Galicia,Unknown,105281
2021-02-22,ES-RI,ES23,La Rioja,Unknown,15077
2021-02-22,ES-MD,ES30,Madrid,Unknown,210142
2021-02-22,ES-MC,ES62,Murcia,Unknown,60772
2021-02-22,ES-NC,ES22,Navarra,Unknown,28216
2021-02-22,ES-PV,ES21,País Vasco,Unknown,68123
2021-02-22,ES-CE,ES63,Ceuta,Unknown,4123
2021-02-22,ES-ML,ES64,Melilla,Unknown,2832
2021-02-23,ES-AN,ES61,Andalucía,Unknown,410042
2021-02-23,ES-AR,ES24,Aragón,Unknown,67362
2021-02-23,ES-AS,ES12,Asturias,Unknown,61596
2021-02-23,ES-IB,ES53,Islas Baleares,Unknown,32241
2021-02-23,ES-CN,ES70,Canarias,Unknown,72378
2021-02-23,ES-CB,ES13,Cantabria,Unknown,29081
2021-02-23,ES-CL,ES41,Castilla y León,Unknown,136582
2021-02-23,ES-CM,ES42,Castilla-La Mancha,Unknown,83007
2021-02-23,ES-CT,ES51,Cataluña,Unknown,322435
2021-02-23,ES-VC,ES52,Comunidad Valenciana,Unknown,174933
2021-02-23,ES-EX,ES43,Extremadura,Unknown,56433
2021-02-23,ES-GA,ES11,Galicia,Unknown,112492
2021-02-23,ES-RI,ES23,La Rioja,Unknown,15712
2021-02-23,ES-MD,ES30,Madrid,Unknown,212415
2021-02-23,ES-MC,ES62,Murcia,Unknown,61513
2021-02-23,ES-NC,ES22,Navarra,Unknown,31726
2021-02-23,ES-PV,ES21,País Vasco,Unknown,69666
2021-02-23,ES-CE,ES63,Ceuta,Unknown,4439
2021-02-23,ES-ML,ES64,Melilla,Unknown,2833
2021-02-24,ES-AN,ES61,Andalucía,Unknown,434952
2021-02-24,ES-AR,ES24,Aragón,Unknown,71224
2021-02-24,ES-AS,ES12,Asturias,Unknown,65591
2021-02-24,ES-IB,ES53,Islas Baleares,Unknown,33580
2021-02-24,ES-CN,ES70,Canarias,Unknown,77727
2021-02-24,ES-CB,ES13,Cantabria,Unknown,31335
2021-02-24,ES-CL,ES41,Castilla y León,Unknown,142139
2021-02-24,ES-CM,ES42,Castilla-La Mancha,Unknown,85439
2021-02-24,ES-CT,ES51,Cataluña,Unknown,347662
2021-02-24,ES-VC,ES52,Comunidad Valenciana,Unknown,186753
2021-02-24,ES-EX,ES43,Extremadura,Unknown,60473
2021-02-24,ES-GA,ES11,Galicia,Unknown,120902
2021-02-24,ES-RI,ES23,La Rioja,Unknown,16218
2021-02-24,ES-MD,ES30,Madrid,Unknown,215103
2021-02-24,ES-MC,ES62,Murcia,Unknown,62036
2021-02-24,ES-NC,ES22,Navarra,Unknown,32723
2021-02-24,ES-PV,ES21,País Vasco,Unknown,71952
2021-02-24,ES-CE,ES63,Ceuta,Unknown,4618
2021-02-24,ES-ML,ES64,Melilla,Unknown,3068
2021-02-25,ES-AN,ES61,Andalucía,Unknown,466536
2021-02-25,ES-AR,ES24,Aragón,Unknown,75686
2021-02-25,ES-AS,ES12,Asturias,Unknown,70476
2021-02-25,ES-IB,ES53,Islas Baleares,Unknown,34859
2021-02-25,ES-CN,ES70,Canarias,Unknown,82501
2021-02-25,ES-CB,ES13,Cantabria,Unknown,33688
2021-02-25,ES-CL,ES41,Castilla y León,Unknown,148830
2021-02-25,ES-CM,ES42,Castilla-La Mancha,Unknown,88486
2021-02-25,ES-CT,ES51,Cataluña,Unknown,387734
2021-02-25,ES-VC,ES52,Comunidad Valenciana,Unknown,200579
2021-02-25,ES-EX,ES43,Extremadura,Unknown,64251
2021-02-25,ES-GA,ES11,Galicia,Unknown,131615
2021-02-25,ES-RI,ES23,La Rioja,Unknown,16713
2021-02-25,ES-MD,ES30,Madrid,Unknown,221007
2021-02-25,ES-MC,ES62,Murcia,Unknown,64593
2021-02-25,ES-NC,ES22,Navarra,Unknown,34585
2021-02-25,ES-PV,ES21,País Vasco,Unknown,74080
2021-02-25,ES-CE,ES63,Ceuta,Unknown,4866
2021-02-25,ES-ML,ES64,Melilla,Unknown,3291
2021-02-26,ES-AN,ES61,Andalucía,Unknown,499317
2021-02-26,ES-AR,ES24,Aragón,Unknown,80397
2021-02-26,ES-AS,ES12,Asturias,Unknown,70476
2021-02-26,ES-IB,ES53,Islas Baleares,Unknown,36168
2021-02-26,ES-CN,ES70,Canarias,Unknown,87326
2021-02-26,ES-CB,ES13,Cantabria,Unknown,36043
2021-02-26,ES-CL,ES41,Castilla y León,Unknown,156879
2021-02-26,ES-CM,ES42,Castilla-La Mancha,Unknown,93290
2021-02-26,ES-CT,ES51,Cataluña,Unknown,427780
2021-02-26,ES-VC,ES52,Comunidad Valenciana,Unknown,211845
2021-02-26,ES-EX,ES43,Extremadura,Unknown,68592
2021-02-26,ES-GA,ES11,Galicia,Unknown,141743
2021-02-26,ES-RI,ES23,La Rioja,Unknown,17494
2021-02-26,ES-MD,ES30,Madrid,Unknown,245846
2021-02-26,ES-MC,ES62,Murcia,Unknown,67916
2021-02-26,ES-NC,ES22,Navarra,Unknown,35760
2021-02-26,ES-PV,ES21,País Vasco,Unknown,76401
2021-02-26,ES-CE,ES63,Ceuta,Unknown,5136
2021-02-26,ES-ML,ES64,Melilla,Unknown,3443
2021-03-01,ES-AN,ES61,Andalucía,Unknown,541160
2021-03-01,ES-AR,ES24,Aragón,Unknown,83300
2021-03-01,ES-AS,ES12,Asturias,Unknown,77914
2021-03-01,ES-IB,ES53,Islas Baleares,Unknown,39392
2021-03-01,ES-CN,ES70,Canarias,Unknown,94674
2021-03-01,ES-CB,ES13,Cantabria,Unknown,38711
2021-03-01,ES-CL,ES41,Castilla y León,Unknown,167533
2021-03-01,ES-CM,ES42,Castilla-La Mancha,Unknown,94207
2021-03-01,ES-CT,ES51,Cataluña,Unknown,462218
2021-03-01,ES-VC,ES52,Comunidad Valenciana,Unknown,221489
2021-03-01,ES-EX,ES43,Extremadura,Unknown,71714
2021-03-01,ES-GA,ES11,Galicia,Unknown,158904
2021-03-01,ES-RI,ES23,La Rioja,Unknown,18181
2021-03-01,ES-MD,ES30,Madrid,Unknown,297394
2021-03-01,ES-MC,ES62,Murcia,Unknown,73131
2021-03-01,ES-NC,ES22,Navarra,Unknown,38978
2021-03-01,ES-PV,ES21,País Vasco,Unknown,80137
2021-03-01,ES-CE,ES63,Ceuta,Unknown,5137
2021-03-01,ES-ML,ES64,Melilla,Unknown,3443
2021-03-02,ES-AN,ES61,Andalucía,Unknown,545872
2021-03-02,ES-AR,ES24,Aragón,Unknown,84543
2021-03-02,ES-AS,ES12,Asturias,Unknown,79302
2021-03-02,ES-IB,ES53,Islas Baleares,Unknown,39498
2021-03-02,ES-CN,ES70,Canarias,Unknown,96679
2021-03-02,ES-CB,ES13,Cantabria,Unknown,39384
2021-03-02,ES-CL,ES41,Castilla y León,Unknown,172949
2021-03-02,ES-CM,ES42,Castilla-La Mancha,Unknown,95594
2021-03-02,ES-CT,ES51,Cataluña,Unknown,468956
2021-03-02,ES-VC,ES52,Comunidad Valenciana,Unknown,221489
2021-03-02,ES-EX,ES43,Extremadura,Unknown,72649
2021-03-02,ES-GA,ES11,Galicia,Unknown,164987
2021-03-02,ES-RI,ES23,La Rioja,Unknown,19698
2021-03-02,ES-MD,ES30,Madrid,Unknown,334032
2021-03-02,ES-MC,ES62,Murcia,Unknown,73978
2021-03-02,ES-NC,ES22,Navarra,Unknown,40078
2021-03-02,ES-PV,ES21,País Vasco,Unknown,83499
2021-03-02,ES-CE,ES63,Ceuta,Unknown,5139
2021-03-02,ES-ML,ES64,Melilla,Unknown,3708
2021-03-03,ES-AN,ES61,Andalucía,Unknown,563496
2021-03-03,ES-AR,ES24,Aragón,Unknown,86915
2021-03-03,ES-AS,ES12,Asturias,Unknown,80511
2021-03-03,ES-IB,ES53,Islas Baleares,Unknown,39607
2021-03-03,ES-CN,ES70,Canarias,Unknown,103455
2021-03-03,ES-CB,ES13,Cantabria,Unknown,42259
2021-03-03,ES-CL,ES41,Castilla y León,Unknown,179528
2021-03-03,ES-CM,ES42,Castilla-La Mancha,Unknown,99034
2021-03-03,ES-CT,ES51,Cataluña,Unknown,486691
2021-03-03,ES-VC,ES52,Comunidad Valenciana,Unknown,243675
2021-03-03,ES-EX,ES43,Extremadura,Unknown,75875
2021-03-03,ES-GA,ES11,Galicia,Unknown,174212
2021-03-03,ES-RI,ES23,La Rioja,Unknown,20554
2021-03-03,ES-MD,ES30,Madrid,Unknown,362973
2021-03-03,ES-MC,ES62,Murcia,Unknown,75773
2021-03-03,ES-NC,ES22,Navarra,Unknown,41304
2021-03-03,ES-PV,ES21,País Vasco,Unknown,87460
2021-03-03,ES-CE,ES63,Ceuta,Unknown,5145
2021-03-03,ES-ML,ES64,Melilla,Unknown,3851
2021-03-04,ES-AN,ES61,Andalucía,Unknown,596327
2021-03-04,ES-AR,ES24,Aragón,Unknown,94160
2021-03-04,ES-AS,ES12,Asturias,Unknown,82640
2021-03-04,ES-IB,ES53,Islas Baleares,Unknown,49901
2021-03-04,ES-CN,ES70,Canarias,Unknown,108242
2021-03-04,ES-CB,ES13,Cantabria,Unknown,43915
2021-03-04,ES-CL,ES41,Castilla y León,Unknown,186842
2021-03-04,ES-CM,ES42,Castilla-La Mancha,Unknown,105423
2021-03-04,ES-CT,ES51,Cataluña,Unknown,486691
2021-03-04,ES-VC,ES52,Comunidad Valenciana,Unknown,261303
2021-03-04,ES-EX,ES43,Extremadura,Unknown,79623
2021-03-04,ES-GA,ES11,Galicia,Unknown,182129
2021-03-04,ES-RI,ES23,La Rioja,Unknown,20932
2021-03-04,ES-MD,ES30,Madrid,Unknown,395808
2021-03-04,ES-MC,ES62,Murcia,Unknown,79020
2021-03-04,ES-NC,ES22,Navarra,Unknown,43354
2021-03-04,ES-PV,ES21,País Vasco,Unknown,94772
2021-03-04,ES-CE,ES63,Ceuta,Unknown,5145
2021-03-04,ES-ML,ES64,Melilla,Unknown,3952
2021-03-05,ES-AN,ES61,Andalucía,Unknown,634145
2021-03-05,ES-AR,ES24,Aragón,Unknown,101099
2021-03-05,ES-AS,ES12,Asturias,Unknown,85039
2021-03-05,ES-IB,ES53,Islas Baleares,Unknown,50664
2021-03-05,ES-CN,ES70,Canarias,Unknown,113201
2021-03-05,ES-CB,ES13,Cantabria,Unknown,45796
2021-03-05,ES-CL,ES41,Castilla y León,Unknown,195998
2021-03-05,ES-CM,ES42,Castilla-La Mancha,Unknown,123756
2021-03-05,ES-CT,ES51,Cataluña,Unknown,541810
2021-03-05,ES-VC,ES52,Comunidad Valenciana,Unknown,280941
2021-03-05,ES-EX,ES43,Extremadura,Unknown,82015
2021-03-05,ES-GA,ES11,Galicia,Unknown,187052
2021-03-05,ES-RI,ES23,La Rioja,Unknown,22987
2021-03-05,ES-MD,ES30,Madrid,Unknown,420822
2021-03-05,ES-MC,ES62,Murcia,Unknown,86031
2021-03-05,ES-NC,ES22,Navarra,Unknown,44579
2021-03-05,ES-PV,ES21,País Vasco,Unknown,103503
2021-03-05,ES-CE,ES63,Ceuta,Unknown,5527
2021-03-05,ES-ML,ES64,Melilla,Unknown,4127
2021-03-08,ES-AN,ES61,Andalucía,Unknown,678059
2021-03-08,ES-AR,ES24,Aragón,Unknown,103004
2021-03-08,ES-AS,ES12,Asturias,Unknown,88415
2021-03-08,ES-IB,ES53,Islas Baleares,Unknown,59780
2021-03-08,ES-CN,ES70,Canarias,Unknown,120345
2021-03-08,ES-CB,ES13,Cantabria,Unknown,47012
2021-03-08,ES-CL,ES41,Castilla y León,Unknown,206626
2021-03-08,ES-CM,ES42,Castilla-La Mancha,Unknown,128855
2021-03-08,ES-CT,ES51,Cataluña,Unknown,571071
2021-03-08,ES-VC,ES52,Comunidad Valenciana,Unknown,280944
2021-03-08,ES-EX,ES43,Extremadura,Unknown,84370
2021-03-08,ES-GA,ES11,Galicia,Unknown,195685
2021-03-08,ES-RI,ES23,La Rioja,Unknown,23792
2021-03-08,ES-MD,ES30,Madrid,Unknown,464159
2021-03-08,ES-MC,ES62,Murcia,Unknown,95839
2021-03-08,ES-NC,ES22,Navarra,Unknown,49543
2021-03-08,ES-PV,ES21,País Vasco,Unknown,121076
2021-03-08,ES-CE,ES63,Ceuta,Unknown,5816
2021-03-08,ES-ML,ES64,Melilla,Unknown,4312
2021-03-09,ES-AN,ES61,Andalucía,Unknown,688057
2021-03-09,ES-AR,ES24,Aragón,Unknown,105352
2021-03-09,ES-AS,ES12,Asturias,Unknown,91278
2021-03-09,ES-IB,ES53,Islas Baleares,Unknown,62035
2021-03-09,ES-CN,ES70,Canarias,Unknown,124068
2021-03-09,ES-CB,ES13,Cantabria,Unknown,47293
2021-03-09,ES-CL,ES41,Castilla y León,Unknown,212021
2021-03-09,ES-CM,ES42,Castilla-La Mancha,Unknown,132090
2021-03-09,ES-CT,ES51,Cataluña,Unknown,581987
2021-03-09,ES-VC,ES52,Comunidad Valenciana,Unknown,305964
2021-03-09,ES-EX,ES43,Extremadura,Unknown,85751
2021-03-09,ES-GA,ES11,Galicia,Unknown,202482
2021-03-09,ES-RI,ES23,La Rioja,Unknown,25414
2021-03-09,ES-MD,ES30,Madrid,Unknown,487483
2021-03-09,ES-MC,ES62,Murcia,Unknown,97917
2021-03-09,ES-NC,ES22,Navarra,Unknown,49641
2021-03-09,ES-PV,ES21,País Vasco,Unknown,127173
2021-03-09,ES-CE,ES63,Ceuta,Unknown,5817
2021-03-09,ES-ML,ES64,Melilla,Unknown,4589
2021-03-10,ES-AN,ES61,Andalucía,Unknown,696631
2021-03-10,ES-AR,ES24,Aragón,Unknown,106937
2021-03-10,ES-AS,ES12,Asturias,Unknown,94908
2021-03-10,ES-IB,ES53,Islas Baleares,Unknown,64318
2021-03-10,ES-CN,ES70,Canarias,Unknown,129867
2021-03-10,ES-CB,ES13,Cantabria,Unknown,48552
2021-03-10,ES-CL,ES41,Castilla y León,Unknown,219350
2021-03-10,ES-CM,ES42,Castilla-La Mancha,Unknown,138294
2021-03-10,ES-CT,ES51,Cataluña,Unknown,597305
2021-03-10,ES-VC,ES52,Comunidad Valenciana,Unknown,312559
2021-03-10,ES-EX,ES43,Extremadura,Unknown,88420
