*Este fichero CSV incluye la información agregada por día de los casos de COVID-19 diagnosticados, hospitalizados, ingresados en UCIs y fallecidos notificados a la Red Nacional de Vigilancia Epidemiológica desde el 1 de enero de 2020 y desagregados por Comunidad Autónoma de declaración.
*No se dispone de fecha de diagnóstico para 11.528 casos, de fecha de hospitalización de 12.039 hospitalizados, de fecha de ingreso en UCI de 1.930 casos ingresados en UCI y de fecha de fallecimiento de 453 fallecidos. 
*Estos datos incluyen casos diagnosticados retrospectivamente al inicio de la epidemia.
*Los análisis realizados con los datos incluidos en este CSV pueden dar resultados marginalmente diferentes a los análisis realizados por los servicios de vigilancia de la Red Nacional de Vigilancia Epidemiológica que pueden incluir los casos con fechas faltantes imputándoles fechas estimadas alternativas y pueden utilizar para algunos análisis agregaciones temporales utilizando otras fechas asociadas a los casos (p.e.: fecha de inicio de síntomas). 
*Estos datos se actualizarán diariamente con la información recibida de las Comunidades Autónomas.

CCAA_ISO;Fecha;Casos_Diagnosticados;Hospitalizados;UCI;Fallecidos
ES-ML;27-10-2020;89;5;0;1
ES-NC;27-10-2020;542;40;4;9
ES-PV;27-10-2020;1171;33;3;5
ES-RI;27-10-2020;181;19;2;2
ES-VC;27-10-2020;1731;133;11;13
ES-AN;28-10-2020;5017;275;26;38
ES-AR;28-10-2020;1158;85;7;13
ES-AS;28-10-2020;407;62;10;7
ES-CB;28-10-2020;198;4;0;1
ES-CE;28-10-2020;74;4;0;1
ES-CL;28-10-2020;2011;144;5;28
ES-CM;28-10-2020;1232;34;6;15
ES-CN;28-10-2020;146;11;0;0
ES-CT;28-10-2020;5478;132;7;34
ES-EX;28-10-2020;522;28;2;5
ES-GA;28-10-2020;651;62;8;6
ES-IB;28-10-2020;250;11;2;1
ES-MC;28-10-2020;899;65;5;6
ES-MD;28-10-2020;2285;84;2;31
ES-ML;28-10-2020;93;4;1;1
ES-NC;28-10-2020;583;51;5;5
ES-PV;28-10-2020;1197;30;3;14
ES-RI;28-10-2020;236;14;1;2
ES-VC;28-10-2020;1836;129;10;11
ES-AN;29-10-2020;4973;314;23;43
ES-AR;29-10-2020;1214;120;8;13
ES-AS;29-10-2020;444;74;3;10
ES-CB;29-10-2020;179;7;1;1
ES-CE;29-10-2020;82;6;0;1
ES-CL;29-10-2020;2338;140;11;32
ES-CM;29-10-2020;1073;38;7;8
ES-CN;29-10-2020;108;9;4;1
ES-CT;29-10-2020;4856;129;9;10
ES-EX;29-10-2020;539;33;1;6
ES-GA;29-10-2020;681;54;6;11
ES-IB;29-10-2020;240;11;2;2
ES-MC;29-10-2020;894;61;12;8
ES-MD;29-10-2020;2209;61;3;40
ES-ML;29-10-2020;90;4;0;1
ES-NC;29-10-2020;656;32;6;3
ES-PV;29-10-2020;1307;40;6;8
ES-RI;29-10-2020;188;20;4;5
ES-VC;29-10-2020;1852;104;11;13
ES-AN;30-10-2020;4986;302;23;47
ES-AR;30-10-2020;1229;100;12;17
ES-AS;30-10-2020;418;73;10;7
ES-CB;30-10-2020;166;10;1;2
ES-CE;30-10-2020;96;2;0;3
ES-CL;30-10-2020;2091;168;8;21
ES-CM;30-10-2020;1008;46;5;6
ES-CN;30-10-2020;115;7;0;0
ES-CT;30-10-2020;5053;141;5;26
ES-EX;30-10-2020;554;34;3;9
ES-GA;30-10-2020;815;62;7;15
ES-IB;30-10-2020;242;18;2;0
ES-MC;30-10-2020;1020;58;4;8
ES-MD;30-10-2020;2577;74;2;12
ES-ML;30-10-2020;129;7;0;2
ES-NC;30-10-2020;603;50;4;7
ES-PV;30-10-2020;1402;40;5;11
ES-RI;30-10-2020;234;14;4;3
ES-VC;30-10-2020;1863;127;7;17
ES-AN;31-10-2020;3162;230;25;47
ES-AR;31-10-2020;1026;84;6;16
ES-AS;31-10-2020;289;53;4;10
ES-CB;31-10-2020;195;14;3;1
ES-CE;31-10-2020;36;4;0;2
ES-CL;31-10-2020;1736;143;10;24
ES-CM;31-10-2020;722;45;2;12
ES-CN;31-10-2020;137;2;1;3
ES-CT;31-10-2020;2536;95;5;21
ES-EX;31-10-2020;403;27;5;7
ES-GA;31-10-2020;811;58;9;12
ES-IB;31-10-2020;179;6;0;0
ES-MC;31-10-2020;788;47;6;11
ES-MD;31-10-2020;592;63;0;27
ES-ML;31-10-2020;102;3;1;3
ES-NC;31-10-2020;446;32;4;4
ES-PV;31-10-2020;1108;22;1;5
ES-RI;31-10-2020;165;13;3;2
ES-VC;31-10-2020;1438;109;6;10
ES-AN;01-11-2020;2127;227;23;47
ES-AR;01-11-2020;689;72;6;16
ES-AS;01-11-2020;194;49;2;14
ES-CB;01-11-2020;146;12;0;1
ES-CE;01-11-2020;33;4;2;0
ES-CL;01-11-2020;912;129;5;25
ES-CM;01-11-2020;476;36;2;11
ES-CN;01-11-2020;122;11;0;2
ES-CT;01-11-2020;1595;91;6;24
ES-EX;01-11-2020;383;33;5;8
ES-GA;01-11-2020;556;51;4;7
ES-IB;01-11-2020;143;10;6;1
ES-MC;01-11-2020;533;56;2;14
ES-MD;01-11-2020;494;45;0;27
ES-ML;01-11-2020;72;6;4;0
ES-NC;01-11-2020;538;20;5;3
ES-PV;01-11-2020;838;32;4;10
ES-RI;01-11-2020;97;20;1;2
ES-VC;01-11-2020;706;92;10;14
ES-AN;02-11-2020;1761;244;26;46
ES-AR;02-11-2020;627;64;4;17
ES-AS;02-11-2020;246;73;3;17
ES-CB;02-11-2020;216;12;1;1
ES-CE;02-11-2020;74;7;0;1
ES-CL;02-11-2020;1000;141;9;34
ES-CM;02-11-2020;840;35;6;11
ES-CN;02-11-2020;59;11;2;2
ES-CT;02-11-2020;5007;160;7;25
ES-EX;02-11-2020;356;40;1;10
ES-GA;02-11-2020;478;68;5;7
ES-IB;02-11-2020;174;15;0;2
ES-MC;02-11-2020;654;62;5;13
ES-MD;02-11-2020;526;62;2;24
ES-ML;02-11-2020;54;5;4;3
ES-NC;02-11-2020;452;25;7;9
ES-PV;02-11-2020;1004;40;5;14
ES-RI;02-11-2020;115;17;2;1
ES-VC;02-11-2020;1356;131;12;9
ES-AN;03-11-2020;3930;262;25;61
ES-AR;03-11-2020;815;113;10;20
ES-AS;03-11-2020;290;72;4;8
ES-CB;03-11-2020;236;7;0;5
ES-CE;03-11-2020;81;4;0;3
ES-CL;03-11-2020;1275;162;8;22
ES-CM;03-11-2020;977;52;4;18
ES-CN;03-11-2020;134;15;0;2
ES-CT;03-11-2020;5150;143;10;29
ES-EX;03-11-2020;368;45;2;11
ES-GA;03-11-2020;637;63;10;11
ES-IB;03-11-2020;288;18;1;3
ES-MC;03-11-2020;1106;63;6;6
ES-MD;03-11-2020;2434;80;1;36
ES-ML;03-11-2020;73;3;1;1
ES-NC;03-11-2020;354;42;2;7
ES-PV;03-11-2020;1246;44;2;21
ES-RI;03-11-2020;213;19;2;3
ES-VC;03-11-2020;1690;118;8;15
ES-AN;04-11-2020;4779;333;23;54
ES-AR;04-11-2020;1066;107;9;30
ES-AS;04-11-2020;436;79;4;25
ES-CB;04-11-2020;154;12;2;3
ES-CE;04-11-2020;85;2;0;0
ES-CL;04-11-2020;2028;131;11;42
ES-CM;04-11-2020;1135;47;1;18
ES-CN;04-11-2020;158;10;1;0
ES-CT;04-11-2020;4449;131;8;30
ES-EX;04-11-2020;555;41;2;8
ES-GA;04-11-2020;771;72;5;9
ES-IB;04-11-2020;247;18;4;2
ES-MC;04-11-2020;955;49;5;13
ES-MD;04-11-2020;2626;83;3;37
ES-ML;04-11-2020;46;7;0;2
ES-NC;04-11-2020;436;32;3;4
ES-PV;04-11-2020;1292;43;3;10
ES-RI;04-11-2020;297;18;3;4
ES-VC;04-11-2020;1906;117;11;10
ES-AN;05-11-2020;4772;263;35;55
ES-AR;05-11-2020;966;87;11;27
ES-AS;05-11-2020;586;71;1;16
ES-CB;05-11-2020;308;10;1;1
ES-CE;05-11-2020;78;1;0;3
ES-CL;05-11-2020;2020;157;11;32
ES-CM;05-11-2020;1006;38;2;14
ES-CN;05-11-2020;175;12;2;1
ES-CT;05-11-2020;4153;102;8;34
ES-EX;05-11-2020;599;51;7;9
ES-GA;05-11-2020;759;48;8;8
ES-IB;05-11-2020;272;12;0;4
ES-MC;05-11-2020;1042;73;7;12
ES-MD;05-11-2020;2171;51;2;34
ES-ML;05-11-2020;59;4;1;0
ES-NC;05-11-2020;354;30;4;6
ES-PV;05-11-2020;1307;41;3;9
ES-RI;05-11-2020;247;21;2;3
ES-VC;05-11-2020;1908;140;11;15
ES-AN;06-11-2020;5051;303;26;66
ES-AR;06-11-2020;1030;87;7;34
ES-AS;06-11-2020;558;104;6;23
ES-CB;06-11-2020;222;11;0;2
ES-CE;06-11-2020;90;2;0;1
ES-CL;06-11-2020;2194;190;4;39
ES-CM;06-11-2020;1080;44;3;18
ES-CN;06-11-2020;180;22;3;2
ES-CT;06-11-2020;3984;117;9;30
ES-EX;06-11-2020;505;29;3;8
ES-GA;06-11-2020;656;43;4;10
ES-IB;06-11-2020;120;21;0;0
ES-MC;06-11-2020;1065;74;10;10
ES-MD;06-11-2020;2379;65;1;27
ES-ML;06-11-2020;52;3;2;2
ES-NC;06-11-2020;336;31;4;9
ES-PV;06-11-2020;1197;45;3;12
ES-RI;06-11-2020;234;16;2;4
ES-VC;06-11-2020;1799;145;14;17
ES-AN;07-11-2020;3197;241;18;39
ES-AR;07-11-2020;743;79;5;22
ES-AS;07-11-2020;292;73;2;20
ES-CB;07-11-2020;180;3;0;2
ES-CE;07-11-2020;38;1;0;2
ES-CL;07-11-2020;1636;132;4;33
ES-CM;07-11-2020;556;40;5;13
ES-CN;07-11-2020;188;18;2;3
ES-CT;07-11-2020;1677;95;13;17
ES-EX;07-11-2020;309;30;4;6
ES-GA;07-11-2020;536;47;8;10
ES-IB;07-11-2020;334;12;1;3
ES-MC;07-11-2020;844;54;12;13
ES-MD;07-11-2020;603;55;2;17
ES-ML;07-11-2020;28;2;2;2
ES-NC;07-11-2020;256;8;3;5
ES-PV;07-11-2020;1112;36;6;9
ES-RI;07-11-2020;120;12;1;3
ES-VC;07-11-2020;1535;100;6;18
ES-AN;08-11-2020;1897;201;23;46
ES-AR;08-11-2020;382;58;1;27
ES-AS;08-11-2020;470;59;7;13
ES-CB;08-11-2020;236;12;4;2
ES-CE;08-11-2020;28;3;0;0
ES-CL;08-11-2020;1135;126;13;25
ES-CM;08-11-2020;409;29;3;12
ES-CN;08-11-2020;98;11;2;2
ES-CT;08-11-2020;966;73;4;32
ES-EX;08-11-2020;295;16;2;8
ES-GA;08-11-2020;407;47;7;14
ES-IB;08-11-2020;134;9;4;0
ES-MC;08-11-2020;388;47;5;14
ES-MD;08-11-2020;473;63;4;23
ES-ML;08-11-2020;17;5;0;0
ES-NC;08-11-2020;189;14;2;6
ES-PV;08-11-2020;975;20;3;19
ES-RI;08-11-2020;102;12;1;3
ES-VC;08-11-2020;913;101;14;12
ES-AN;09-11-2020;3765;289;15;55
ES-AR;09-11-2020;649;78;8;22
ES-AS;09-11-2020;295;83;7;21
ES-CB;09-11-2020;221;11;0;3
ES-CE;09-11-2020;58;8;0;2
ES-CL;09-11-2020;1171;139;6;39
ES-CM;09-11-2020;718;42;2;14
ES-CN;09-11-2020;72;6;1;2
ES-CT;09-11-2020;3422;147;11;29
ES-EX;09-11-2020;355;37;5;8
ES-GA;09-11-2020;460;59;10;11
ES-IB;09-11-2020;205;22;4;0
ES-MC;09-11-2020;844;65;5;12
ES-MD;09-11-2020;1094;62;1;16
ES-ML;09-11-2020;42;2;1;0
ES-NC;09-11-2020;233;19;2;3
ES-PV;09-11-2020;945;52;6;7
ES-RI;09-11-2020;118;15;2;1
ES-VC;09-11-2020;1210;143;13;20
ES-AN;10-11-2020;4397;268;33;54
ES-AR;10-11-2020;809;93;12;39
ES-AS;10-11-2020;521;93;5;20
ES-CB;10-11-2020;253;12;1;2
ES-CE;10-11-2020;66;7;0;1
ES-CL;10-11-2020;1877;172;7;29
ES-CM;10-11-2020;941;44;4;6
ES-CN;10-11-2020;128;15;0;2
ES-CT;10-11-2020;3574;129;6;20
ES-EX;10-11-2020;418;28;6;7
ES-GA;10-11-2020;483;64;6;10
ES-IB;10-11-2020;234;12;3;2
ES-MC;10-11-2020;909;66;11;6
ES-MD;10-11-2020;2037;67;6;33
ES-ML;10-11-2020;49;2;0;0
ES-NC;10-11-2020;261;17;5;10
ES-PV;10-11-2020;1098;45;4;16
ES-RI;10-11-2020;195;25;0;5
ES-VC;10-11-2020;1493;171;17;23
ES-AN;11-11-2020;4433;287;21;61
ES-AR;11-11-2020;705;76;5;18
ES-AS;11-11-2020;613;75;4;11
ES-CB;11-11-2020;258;14;1;3
ES-CE;11-11-2020;46;4;0;0
ES-CL;11-11-2020;1632;161;7;33
ES-CM;11-11-2020;915;37;5;19
ES-CN;11-11-2020;129;16;1;2
ES-CT;11-11-2020;2782;137;11;35
ES-EX;11-11-2020;465;28;1;12
ES-GA;11-11-2020;574;45;6;16
ES-IB;11-11-2020;186;11;3;3
ES-MC;11-11-2020;878;71;8;13
ES-MD;11-11-2020;1912;66;3;29
ES-ML;11-11-2020;54;5;0;2
ES-NC;11-11-2020;251;14;2;4
ES-PV;11-11-2020;1052;41;2;21
ES-RI;11-11-2020;184;9;1;4
ES-VC;11-11-2020;1888;133;15;17
ES-AN;12-11-2020;4300;257;27;61
ES-AR;12-11-2020;629;65;3;34
ES-AS;12-11-2020;675;77;4;18
ES-CB;12-11-2020;226;7;1;4
ES-CE;12-11-2020;46;3;1;2
ES-CL;12-11-2020;2078;125;8;30
ES-CM;12-11-2020;780;52;5;15
ES-CN;12-11-2020;117;11;3;1
ES-CT;12-11-2020;2613;117;9;26
ES-EX;12-11-2020;332;17;1;11
ES-GA;12-11-2020;689;60;12;12
ES-IB;12-11-2020;224;13;2;2
ES-MC;12-11-2020;745;59;3;12
ES-MD;12-11-2020;1853;73;1;22
ES-ML;12-11-2020;25;2;0;0
ES-NC;12-11-2020;233;26;2;3
ES-PV;12-11-2020;1128;35;5;19
ES-RI;12-11-2020;185;19;2;2
ES-VC;12-11-2020;1486;129;10;22
ES-AN;13-11-2020;4173;242;19;52
ES-AR;13-11-2020;585;77;2;43
ES-AS;13-11-2020;807;88;3;25
ES-CB;13-11-2020;204;8;0;6
ES-CE;13-11-2020;33;2;0;2
ES-CL;13-11-2020;1579;136;11;31
ES-CM;13-11-2020;888;33;4;19
ES-CN;13-11-2020;177;13;2;1
ES-CT;13-11-2020;2476;107;10;10
ES-EX;13-11-2020;258;23;0;2
ES-GA;13-11-2020;656;42;10;8
ES-IB;13-11-2020;227;9;4;3
ES-MC;13-11-2020;628;61;9;7
ES-MD;13-11-2020;1976;77;3;23
ES-ML;13-11-2020;23;1;2;2
ES-NC;13-11-2020;219;23;2;1
ES-PV;13-11-2020;870;49;4;24
ES-RI;13-11-2020;194;27;1;2
ES-VC;13-11-2020;1611;124;18;22
ES-AN;14-11-2020;2324;231;16;56
ES-AR;14-11-2020;342;39;6;16
ES-AS;14-11-2020;442;66;3;26
ES-CB;14-11-2020;193;7;0;0
ES-CE;14-11-2020;20;3;0;0
ES-CL;14-11-2020;1163;109;7;24
ES-CM;14-11-2020;537;44;2;15
ES-CN;14-11-2020;104;9;3;1
ES-CT;14-11-2020;1018;79;7;12
ES-EX;14-11-2020;251;12;0;8
ES-GA;14-11-2020;417;36;8;11
ES-IB;14-11-2020;154;8;0;1
ES-MC;14-11-2020;461;43;11;9
ES-MD;14-11-2020;418;50;1;25
ES-ML;14-11-2020;52;2;1;0
ES-NC;14-11-2020;151;20;2;8
ES-PV;14-11-2020;877;22;4;10
ES-RI;14-11-2020;89;17;3;3
ES-VC;14-11-2020;1223;79;16;24
ES-AN;15-11-2020;1377;176;26;46
ES-AR;15-11-2020;264;37;5;15
ES-AS;15-11-2020;244;74;7;27
ES-CB;15-11-2020;131;6;0;1
ES-CE;15-11-2020;7;2;0;0
ES-CL;15-11-2020;618;75;4;34
ES-CM;15-11-2020;229;30;2;6
ES-CN;15-11-2020;69;9;1;3
ES-CT;15-11-2020;584;87;5;19
ES-EX;15-11-2020;103;13;2;4
ES-GA;15-11-2020;503;47;7;5
ES-IB;15-11-2020;145;11;2;2
ES-MC;15-11-2020;269;33;5;4
ES-MD;15-11-2020;314;40;2;19
ES-ML;15-11-2020;18;1;0;1
ES-NC;15-11-2020;143;15;2;5
ES-PV;15-11-2020;591;26;4;19
ES-RI;15-11-2020;62;11;2;3
ES-VC;15-11-2020;704;84;8;17
ES-AN;16-11-2020;2478;259;30;48
ES-AR;16-11-2020;381;65;7;29
ES-AS;16-11-2020;291;92;2;11
ES-CB;16-11-2020;238;17;1;2
ES-CE;16-11-2020;40;0;0;1
ES-CL;16-11-2020;949;143;4;34
ES-CM;16-11-2020;630;41;3;16
ES-CN;16-11-2020;74;22;1;1
ES-CT;16-11-2020;2537;109;12;11
ES-EX;16-11-2020;204;24;2;8
ES-GA;16-11-2020;467;45;5;4
ES-IB;16-11-2020;227;21;2;0
ES-MC;16-11-2020;442;55;9;10
ES-MD;16-11-2020;1489;62;0;27
ES-ML;16-11-2020;25;3;0;0
ES-NC;16-11-2020;148;20;2;6
ES-PV;16-11-2020;547;29;1;14
ES-RI;16-11-2020;78;10;1;3
ES-VC;16-11-2020;996;125;8;24
ES-AN;17-11-2020;3404;230;16;60
ES-AR;17-11-2020;459;62;1;34
ES-AS;17-11-2020;399;103;6;16
ES-CB;17-11-2020;276;17;3;0
ES-CE;17-11-2020;45;3;0;0
ES-CL;17-11-2020;1552;109;10;45
ES-CM;17-11-2020;658;30;4;18
ES-CN;17-11-2020;164;12;1;2
ES-CT;17-11-2020;2450;120;8;27
ES-EX;17-11-2020;261;26;2;8
ES-GA;17-11-2020;570;47;5;14
ES-IB;17-11-2020;187;21;1;1
ES-MC;17-11-2020;522;44;11;11
ES-MD;17-11-2020;1767;62;0;22
ES-ML;17-11-2020;29;1;1;1
ES-NC;17-11-2020;160;24;1;8
ES-PV;17-11-2020;708;41;3;23
ES-RI;17-11-2020;152;11;0;3
ES-VC;17-11-2020;1569;141;10;25
ES-AN;18-11-2020;3220;241;22;48
ES-AR;18-11-2020;534;46;3;16
ES-AS;18-11-2020;458;88;4;18
ES-CB;18-11-2020;235;20;3;1
ES-CE;18-11-2020;43;4;1;0
ES-CL;18-11-2020;1345;111;2;33
ES-CM;18-11-2020;601;21;2;14
ES-CN;18-11-2020;122;7;0;1
ES-CT;18-11-2020;1958;85;5;23
ES-EX;18-11-2020;226;10;0;6
ES-GA;18-11-2020;651;37;5;14
ES-IB;18-11-2020;181;10;1;0
ES-MC;18-11-2020;494;35;5;12
ES-MD;18-11-2020;1536;57;2;15
ES-ML;18-11-2020;48;2;0;0
ES-NC;18-11-2020;140;11;1;9
ES-PV;18-11-2020;748;23;3;16
ES-RI;18-11-2020;131;10;1;2
ES-VC;18-11-2020;1623;126;8;21
ES-AN;19-11-2020;2932;191;14;50
ES-AR;19-11-2020;391;46;7;23
ES-AS;19-11-2020;325;73;3;28
ES-CB;19-11-2020;163;14;1;1
ES-CE;19-11-2020;27;1;0;1
ES-CL;19-11-2020;1124;109;9;32
ES-CM;19-11-2020;649;38;2;14
ES-CN;19-11-2020;119;9;1;1
ES-CT;19-11-2020;1698;80;11;26
ES-EX;19-11-2020;262;21;4;5
ES-GA;19-11-2020;708;44;4;11
ES-IB;19-11-2020;193;8;2;0
ES-MC;19-11-2020;372;28;6;12
ES-MD;19-11-2020;1339;44;1;27
ES-ML;19-11-2020;34;2;1;1
ES-NC;19-11-2020;171;11;0;1
ES-PV;19-11-2020;675;26;2;22
ES-RI;19-11-2020;108;8;0;3
ES-VC;19-11-2020;1464;120;15;19
ES-AN;20-11-2020;2745;228;20;56
ES-AR;20-11-2020;375;48;4;17
ES-AS;20-11-2020;357;91;3;23
ES-CB;20-11-2020;168;12;3;2
ES-CE;20-11-2020;36;2;1;1
ES-CL;20-11-2020;922;112;4;28
ES-CM;20-11-2020;535;22;5;9
ES-CN;20-11-2020;135;11;1;2
ES-CT;20-11-2020;1694;82;4;20
ES-EX;20-11-2020;185;21;0;11
ES-GA;20-11-2020;552;45;9;15
ES-IB;20-11-2020;132;4;2;1
ES-MC;20-11-2020;312;41;3;8
ES-MD;20-11-2020;1614;56;0;29
ES-ML;20-11-2020;44;3;0;0
ES-NC;20-11-2020;139;8;1;10
ES-PV;20-11-2020;603;22;3;16
ES-RI;20-11-2020;117;13;3;3
ES-VC;20-11-2020;1487;96;7;18
ES-AN;21-11-2020;1595;170;18;52
ES-AR;21-11-2020;270;26;3;13
ES-AS;21-11-2020;322;56;2;23
ES-CB;21-11-2020;151;11;3;2
ES-CE;21-11-2020;12;1;1;5
ES-CL;21-11-2020;661;70;6;23
ES-CM;21-11-2020;281;23;1;12
ES-CN;21-11-2020;116;12;0;3
ES-CT;21-11-2020;584;69;6;22
ES-EX;21-11-2020;166;21;3;3
ES-GA;21-11-2020;413;36;5;8
ES-IB;21-11-2020;147;9;2;2
ES-MC;21-11-2020;289;35;1;6
ES-MD;21-11-2020;375;39;3;7
ES-ML;21-11-2020;22;4;0;0
ES-NC;21-11-2020;86;5;0;9
ES-PV;21-11-2020;476;18;2;14
ES-RI;21-11-2020;81;10;1;1
ES-VC;21-11-2020;964;66;12;17
ES-AN;22-11-2020;797;136;11;50
ES-AR;22-11-2020;144;31;3;13
ES-AS;22-11-2020;249;51;5;14
ES-CB;22-11-2020;84;6;0;1
ES-CE;22-11-2020;11;1;0;1
ES-CL;22-11-2020;424;65;6;31
ES-CM;22-11-2020;218;25;2;10
ES-CN;22-11-2020;76;10;1;3
ES-CT;22-11-2020;395;47;9;16
ES-EX;22-11-2020;80;8;1;6
ES-GA;22-11-2020;375;28;3;14
ES-IB;22-11-2020;135;8;1;0
ES-MC;22-11-2020;83;24;1;9
ES-MD;22-11-2020;262;44;1;5
ES-ML;22-11-2020;6;1;0;1
ES-NC;22-11-2020;117;4;0;6
ES-PV;22-11-2020;360;14;2;16
ES-RI;22-11-2020;77;4;0;0
ES-VC;22-11-2020;609;61;10;23
ES-AN;23-11-2020;1466;165;24;58
ES-AR;23-11-2020;230;44;1;17
ES-AS;23-11-2020;220;51;5;29
ES-CB;23-11-2020;134;11;1;0
ES-CE;23-11-2020;24;3;0;0
ES-CL;23-11-2020;649;82;6;30
ES-CM;23-11-2020;470;30;2;17
ES-CN;23-11-2020;128;12;0;5
ES-CT;23-11-2020;1699;85;4;13
ES-EX;23-11-2020;181;15;0;6
ES-GA;23-11-2020;395;39;6;10
ES-IB;23-11-2020;161;10;4;0
ES-MC;23-11-2020;251;23;3;9
ES-MD;23-11-2020;1239;69;1;8
ES-ML;23-11-2020;28;1;1;0
ES-NC;23-11-2020;153;8;4;4
ES-PV;23-11-2020;358;12;4;13
ES-RI;23-11-2020;52;7;0;3
ES-VC;23-11-2020;945;111;12;19
ES-AN;24-11-2020;2145;180;19;36
ES-AR;24-11-2020;317;33;2;22
ES-AS;24-11-2020;400;72;4;25
ES-CB;24-11-2020;128;21;0;1
ES-CE;24-11-2020;16;0;0;1
ES-CL;24-11-2020;726;75;5;33
ES-CM;24-11-2020;510;31;4;6
ES-CN;24-11-2020;147;16;2;0
ES-CT;24-11-2020;1572;59;6;7
ES-EX;24-11-2020;201;16;1;10
ES-GA;24-11-2020;424;28;8;5
ES-IB;24-11-2020;184;18;3;3
ES-MC;24-11-2020;274;28;2;8
ES-MD;24-11-2020;1453;43;1;3
ES-ML;24-11-2020;34;2;0;1
ES-NC;24-11-2020;107;14;3;4
ES-PV;24-11-2020;464;25;1;24
ES-RI;24-11-2020;115;8;4;5
ES-VC;24-11-2020;1353;101;6;22
ES-AN;25-11-2020;1858;143;18;48
ES-AR;25-11-2020;303;44;2;29
ES-AS;25-11-2020;262;48;2;24
ES-CB;25-11-2020;119;20;1;2
ES-CE;25-11-2020;14;3;0;0
ES-CL;25-11-2020;655;72;4;20
ES-CM;25-11-2020;494;24;5;10
ES-CN;25-11-2020;134;12;1;2
ES-CT;25-11-2020;1444;74;5;23
ES-EX;25-11-2020;201;9;6;6
ES-GA;25-11-2020;449;37;2;3
ES-IB;25-11-2020;173;16;2;2
ES-MC;25-11-2020;283;30;6;7
ES-MD;25-11-2020;1350;47;3;21
ES-ML;25-11-2020;15;2;2;0
ES-NC;25-11-2020;142;9;1;6
ES-PV;25-11-2020;359;21;3;16
ES-RI;25-11-2020;94;12;1;5
ES-VC;25-11-2020;1285;94;8;25
ES-AN;26-11-2020;1758;133;14;46
ES-AR;26-11-2020;336;44;7;20
ES-AS;26-11-2020;287;49;1;26
ES-CB;26-11-2020;99;14;0;4
ES-CE;26-11-2020;10;4;0;0
ES-CL;26-11-2020;762;74;5;30
ES-CM;26-11-2020;413;30;2;13
ES-CN;26-11-2020;115;9;2;3
ES-CT;26-11-2020;1320;63;2;16
ES-EX;26-11-2020;268;21;2;12
ES-GA;26-11-2020;453;37;6;11
ES-IB;26-11-2020;243;9;2;4
ES-MC;26-11-2020;263;29;7;4
ES-MD;26-11-2020;1229;57;1;20
ES-ML;26-11-2020;20;1;0;1
ES-NC;26-11-2020;164;9;2;6
ES-PV;26-11-2020;410;25;4;15
ES-RI;26-11-2020;65;18;1;0
ES-VC;26-11-2020;1146;91;5;21
ES-AN;27-11-2020;1879;130;6;44
ES-AR;27-11-2020;313;39;0;13
ES-AS;27-11-2020;263;58;1;27
ES-CB;27-11-2020;128;16;3;2
ES-CE;27-11-2020;20;0;0;0
ES-CL;27-11-2020;686;68;5;23
ES-CM;27-11-2020;444;32;1;10
ES-CN;27-11-2020;127;13;3;3
ES-CT;27-11-2020;1505;60;4;21
ES-EX;27-11-2020;140;17;1;5
ES-GA;27-11-2020;399;41;3;10
ES-IB;27-11-2020;165;6;0;0
ES-MC;27-11-2020;249;24;4;4
ES-MD;27-11-2020;1616;45;1;27
ES-ML;27-11-2020;26;2;0;0
ES-NC;27-11-2020;108;9;0;5
ES-PV;27-11-2020;372;22;2;14
ES-RI;27-11-2020;129;7;0;4
ES-VC;27-11-2020;1039;99;10;20
ES-AN;28-11-2020;949;119;8;47
ES-AR;28-11-2020;294;24;5;9
ES-AS;28-11-2020;144;35;1;10
ES-CB;28-11-2020;87;19;5;5
ES-CE;28-11-2020;7;1;0;0
ES-CL;28-11-2020;328;61;2;28
ES-CM;28-11-2020;301;26;6;11
ES-CN;28-11-2020;137;14;1;3
ES-CT;28-11-2020;601;46;2;14
ES-EX;28-11-2020;72;9;1;6
ES-GA;28-11-2020;329;34;0;6
ES-IB;28-11-2020;201;11;0;1
ES-MC;28-11-2020;167;15;1;3
ES-MD;28-11-2020;373;38;3;6
ES-ML;28-11-2020;12;1;0;0
ES-NC;28-11-2020;70;8;0;2
ES-PV;28-11-2020;361;12;0;11
ES-RI;28-11-2020;83;5;1;2
ES-VC;28-11-2020;828;68;10;21
ES-AN;29-11-2020;468;91;17;42
ES-AR;29-11-2020;164;22;6;11
ES-AS;29-11-2020;185;37;2;21
ES-CB;29-11-2020;89;9;0;1
ES-CE;29-11-2020;3;1;0;0
ES-CL;29-11-2020;214;49;4;15
ES-CM;29-11-2020;141;21;3;9
ES-CN;29-11-2020;83;11;1;0
ES-CT;29-11-2020;380;42;4;12
ES-EX;29-11-2020;45;14;1;4
ES-GA;29-11-2020;250;29;5;10
ES-IB;29-11-2020;125;6;1;0
ES-MC;29-11-2020;45;12;1;3
ES-MD;29-11-2020;226;36;1;12
ES-ML;29-11-2020;5;0;0;1
ES-NC;29-11-2020;86;3;1;5
ES-PV;29-11-2020;285;6;0;15
ES-RI;29-11-2020;56;9;1;1
ES-VC;29-11-2020;410;63;8;15
ES-AN;30-11-2020;988;91;9;40
ES-AR;30-11-2020;227;38;0;13
